"","p4","p26","p3_1","p3_4","p8_1","p5","p32"
"179",2,30,1,1,2,4,0
"180",0,0,2,2,0,0,1
"181",0,30,2,2,0,0,0
"182",0,90,2,2,0,0,0
"183",0,60,2,2,0,0,0
"184",2,180,1,2,2,5,0
"185",1,20,1,2,2,5,0
"186",0,30,2,2,0,0,0
"187",3,60,1,2,2,4,0
"188",4,60,1,2,2,1,0
"189",20,240,1,2,1,1,0
"190",1,30,1,2,2,4,0
"191",2,25,1,2,2,1,0
"192",0,0,2,2,0,0,5
"193",0,30,2,2,0,0,0
"194",0,0,2,2,0,0,3
"195",2,15,1,2,2,4,0
"196",3,60,1,2,2,4,0
"197",0,35,2,2,0,0,0
"198",3,30,1,2,2,3,0
"199",0,0,2,2,0,0,1
"200",1,40,1,2,2,5,0
"201",1,40,1,2,2,4,0
"202",0,35,2,2,0,0,0
"203",2,15,1,2,2,6,0
"204",2,30,1,2,2,5,0
"205",0,0,2,2,0,0,3
"206",0,0,0,0,0,0,0
"207",2,20,1,2,2,4,0
"208",0,0,0,0,0,0,0
"209",0,20,2,2,0,0,0
"210",0,15,2,2,0,0,0
"211",3,10,1,2,1,3,0
"212",0,0,2,2,0,0,3
"213",0,0,2,2,0,0,2
"214",0,0,2,2,0,0,5
"215",0,25,2,2,0,0,0
"216",0,45,2,2,0,0,0
"217",0,0,0,0,0,0,0
"218",0,0,2,2,0,0,1
"219",0,0,2,2,0,0,3
"220",4,30,1,2,2,1,0
"221",0,0,2,2,0,0,3
"222",0,60,2,2,0,0,0
"223",0,0,2,2,0,0,3
"224",0,0,2,2,0,0,2
"225",0,0,2,2,0,0,5
"226",2,45,1,2,2,4,0
"227",0,30,2,2,0,0,0
"228",0,60,2,2,0,0,0
"229",0,0,2,2,0,0,5
"230",10,120,1,2,1,2,0
"231",2,30,1,2,2,3,0
"232",0,30,2,2,0,0,0
"233",0,0,2,2,0,0,5
"234",1,60,1,2,2,4,0
"235",0,0,0,0,0,0,0
"236",0,0,2,2,0,0,1
"237",3,45,1,2,2,3,0
"238",0,30,2,2,0,0,0
"239",2,25,1,2,1,4,0
"240",0,0,2,2,0,0,1
"241",5,45,1,2,2,1,0
"242",0,0,2,2,0,0,2
"243",0,0,2,2,0,0,5
"244",0,0,2,2,0,0,2
"245",0,60,2,2,0,0,0
"246",5,120,1,2,1,2,0
"247",0,0,2,2,0,0,1
"248",0,0,2,2,0,0,1
"249",1,60,1,2,2,4,0
"250",1,60,1,2,2,4,0
"251",0,0,2,2,0,0,2
"252",0,0,2,2,0,0,5
"253",0,0,2,2,0,0,1
"254",0,0,2,2,0,0,2
"255",0,0,2,2,0,0,4
"256",0,0,2,2,0,0,1
"257",0,0,2,2,0,0,5
"258",0,0,2,2,0,0,1
"259",4,20,1,2,2,4,0
"260",5,60,1,1,1,2,0
"261",5,120,1,2,1,3,0
"262",2,20,1,2,1,4,0
"263",2,10,1,2,1,4,0
"264",0,30,2,1,0,0,0
"265",3,30,1,2,1,1,0
"266",0,5,2,2,0,0,0
"267",0,15,2,1,0,0,0
"268",0,0,2,2,0,0,3
"269",2,30,1,2,2,5,0
"270",0,0,2,2,0,0,6
"271",0,0,2,2,0,0,1
"272",3,30,1,2,2,5,0
"273",1,15,1,2,2,5,0
"274",3,60,1,2,1,2,0
"275",0,0,2,2,0,0,3
"276",5,60,1,2,1,2,0
"277",1,20,1,2,2,3,0
"278",3,30,1,2,2,4,0
"279",0,10,2,2,0,0,0
"280",1,10,1,2,2,5,0
"281",0,0,0,0,0,0,0
"282",6,15,1,2,1,2,0
"283",1,120,1,2,1,1,0
"284",2,15,1,1,1,3,0
"285",0,15,2,2,0,0,0
"286",1,10,1,2,2,5,0
"287",1,30,1,2,2,5,0
"288",5,90,1,2,1,3,0
"289",0,20,2,2,0,0,0
"290",3,30,1,2,1,3,0
"291",0,5,2,2,0,0,0
"292",0,10,2,2,0,0,0
"293",1,5,1,2,2,5,0
"294",10,60,1,1,2,4,0
"295",0,0,0,0,0,0,0
"296",0,0,2,2,0,0,1
"297",0,20,2,2,0,0,0
"298",0,10,2,2,0,0,0
"299",1,20,1,2,2,4,0
"300",3,60,1,2,2,1,0
"301",0,0,0,0,0,0,0
"302",1,60,1,2,1,2,0
"303",0,0,2,2,0,0,2
"304",3,30,1,2,2,3,0
"305",3,120,1,2,2,4,0
"306",0,0,2,2,0,0,4
"307",0,0,2,2,0,0,1
"308",1,20,1,2,1,5,0
"309",0,0,2,2,0,0,5
"310",1,120,1,2,2,4,0
"311",0,0,2,2,0,0,1
"312",0,30,2,2,0,0,0
"313",0,0,2,2,0,0,1
"314",2,30,1,2,1,4,0
"315",0,0,2,2,0,0,3
"316",0,0,2,2,0,0,2
"317",0,0,2,2,0,0,3
"318",2,30,1,2,1,2,0
"319",5,30,1,2,2,3,0
"320",5,120,1,2,1,4,0
"321",1,30,1,2,1,5,0
"322",0,0,2,2,0,0,3
"323",2,60,1,2,1,3,0
"324",0,0,2,2,0,0,3
"325",3,60,1,2,1,2,0
"326",0,0,2,2,0,0,1
"327",1,40,1,2,2,3,0
"328",7,15,1,2,1,2,0
"329",1,30,1,2,2,5,0
"330",0,0,2,2,0,0,3
"331",0,0,0,0,0,0,0
"332",0,0,2,2,0,0,3
"333",2,60,1,2,2,3,0
"334",0,0,2,2,0,0,3
"335",0,0,2,2,0,0,3
"336",0,0,2,2,0,0,3
"337",1,30,1,2,2,4,0
"338",0,0,2,2,0,0,1
"339",0,30,2,2,0,0,0
"340",0,0,2,2,0,0,1
"341",1,20,1,2,2,4,0
"342",1,20,1,2,2,4,0
"343",2,40,1,2,2,4,0
"344",4,120,1,2,2,3,0
"345",1,20,1,2,2,5,0
"346",5,120,1,2,2,4,0
"347",2,60,1,2,2,3,0
"348",0,0,2,2,0,0,2
"349",0,35,2,2,0,0,0
"350",0,30,2,2,0,0,0
"351",0,0,2,2,0,0,1
"352",0,30,2,2,0,0,0
"353",0,20,2,2,0,0,0
"354",0,40,2,2,0,0,0
"355",0,45,2,2,0,0,0
"356",1,30,1,2,2,2,0
"357",0,15,2,2,0,0,0
"358",0,30,2,2,0,0,0
"359",0,0,2,2,0,0,1
"360",1,25,1,2,1,4,0
"361",0,90,2,2,0,0,0
"362",0,15,2,2,0,0,0
"363",3,30,1,2,2,4,0
"364",0,25,2,2,0,0,0
"365",0,30,2,2,0,0,0
"366",0,35,2,2,0,0,0
"367",0,0,2,2,0,0,3
"368",0,20,2,2,0,0,0
"369",2,60,1,2,2,3,0
"370",0,0,2,2,0,0,3
"371",0,0,2,2,0,0,3
"372",1,15,1,2,2,4,0
"373",0,30,2,2,0,0,0
"374",0,0,2,2,0,0,1
"375",0,30,2,2,0,0,0
"376",0,30,2,2,0,0,0
"377",1,60,1,2,2,3,0
"378",0,15,2,2,0,0,0
"379",0,0,2,2,0,0,1
"380",0,0,0,0,0,0,0
"381",8,120,1,2,1,2,0
"382",0,30,2,2,0,0,0
"383",5,60,1,2,1,1,0
"384",2,60,1,2,2,3,0
"385",0,10,2,2,0,0,0
"386",0,0,2,2,0,0,1
"387",0,15,2,2,0,0,0
"388",0,0,2,2,0,0,3
"389",0,15,2,2,0,0,0
"390",0,0,2,2,0,0,1
"391",0,25,2,2,0,0,0
"392",2,35,1,2,2,3,0
"393",2,40,1,2,2,3,0
"394",0,25,2,2,0,0,0
"395",0,35,2,2,0,0,0
"396",0,20,2,2,0,0,0
"397",0,30,2,2,0,0,0
"398",0,0,2,2,0,0,3
"399",2,30,1,2,2,3,0
"400",0,30,2,2,0,0,0
"401",0,30,2,2,0,0,0
"402",1,60,1,2,2,3,0
"403",2,60,1,2,2,2,0
"404",0,30,2,2,0,0,0
"405",0,20,2,2,0,0,0
"406",0,20,2,2,0,0,0
"407",0,20,2,2,0,0,0
"408",0,25,2,2,0,0,0
"409",6,60,1,2,1,3,0
"410",0,0,2,2,0,0,1
"411",0,0,0,0,0,0,0
"412",0,0,0,0,0,0,0
"413",0,0,2,2,0,0,3
"414",0,20,2,2,0,0,0
"415",0,25,2,2,0,0,0
"416",6,90,1,2,2,3,0
"417",0,0,2,2,0,0,1
"418",0,0,2,2,0,0,1
"419",0,0,2,2,0,0,5
"420",1,30,1,2,2,4,0
"421",2,40,1,2,2,3,0
"422",2,35,1,2,2,4,0
"423",2,30,1,2,2,4,0
"424",0,10,2,2,0,0,0
"425",1,45,1,2,1,3,0
"426",2,20,1,2,2,2,0
"427",3,60,1,2,2,3,0
"428",4,90,1,2,2,3,0
"429",0,0,2,2,0,0,1
"430",0,40,2,2,0,0,0
"431",1,20,1,2,2,5,0
"432",1,20,1,2,2,5,0
"433",1,35,1,2,2,3,0
"434",0,40,2,2,0,0,0
"435",0,0,2,2,0,0,5
"436",6,120,1,2,2,3,0
"437",0,0,2,2,0,0,5
"438",2,90,1,2,2,3,0
"439",0,15,2,2,0,0,0
"440",1,25,1,2,2,4,0
"441",0,0,2,2,0,0,3
"442",0,15,2,2,0,0,0
"443",0,15,2,2,0,0,0
"444",0,0,2,2,0,0,3
"445",0,10,2,2,0,0,0
"446",0,10,2,2,0,0,0
"447",2,45,1,2,2,4,0
"448",0,30,2,2,0,0,0
"449",0,0,2,2,0,0,2
"450",0,60,2,2,0,0,0
"451",0,0,2,2,0,0,3
"452",0,60,2,2,0,0,0
"453",5,90,1,2,1,3,0
"454",0,30,2,2,0,0,0
"455",4,20,1,2,2,3,0
"456",0,0,2,2,0,0,3
"457",1,20,1,1,2,4,0
"458",2,30,1,2,2,3,0
"459",0,30,2,1,0,0,0
"460",1,25,1,2,2,3,0
"461",0,0,2,2,0,0,3
"462",0,0,2,2,0,0,3
"463",0,0,2,2,0,0,3
"464",0,0,2,2,0,0,1
"465",0,0,2,2,0,0,3
"466",0,0,2,2,0,0,3
"467",2,60,1,2,2,4,0
"468",0,0,2,2,0,0,3
"469",1,30,1,2,2,5,0
"470",0,20,2,2,0,0,0
"471",2,60,1,2,2,4,0
"472",12,45,1,2,2,3,0
"473",0,0,2,2,0,0,3
"474",0,20,2,2,0,0,0
"475",0,0,2,2,0,0,1
"476",0,0,2,2,0,0,5
"477",1,30,1,2,1,4,0
"478",0,30,2,2,0,0,0
"479",0,15,2,2,0,0,0
"480",1,60,1,2,2,3,0
"481",1,30,1,2,2,3,0
"482",0,30,2,2,0,0,0
"483",0,30,2,2,0,0,0
"484",0,25,2,2,0,0,0
"485",0,0,0,0,0,0,0
"486",0,30,2,2,0,0,0
"487",0,0,2,2,0,0,1
"488",1,35,1,2,2,3,0
"489",0,0,2,2,0,0,1
"490",0,25,2,2,0,0,0
"491",0,0,2,2,0,0,5
"492",0,0,0,0,0,0,0
"493",3,60,1,2,2,3,0
"494",2,35,1,2,2,3,0
"495",0,30,2,2,0,0,0
"496",0,20,2,2,0,0,0
"497",0,0,2,2,0,0,3
"498",1,30,1,2,2,3,0
"499",0,25,2,2,0,0,0
"500",1,35,1,2,2,3,0
"501",3,60,1,2,2,3,0
"502",3,120,1,2,2,3,0
"503",7,70,1,2,2,1,0
"504",2,30,1,2,2,2,0
"505",0,30,2,2,0,0,0
"506",1,60,1,2,2,3,0
"507",0,0,2,2,0,0,3
"508",0,0,2,2,0,0,1
"509",0,15,2,2,0,0,0
"510",0,0,2,2,0,0,3
"511",1,30,1,2,2,3,0
"512",1,30,1,2,2,3,0
"513",0,30,2,2,0,0,0
"514",0,20,2,2,0,0,0
"515",0,0,2,2,0,0,2
"516",0,0,2,2,0,0,3
"517",0,30,2,2,0,0,0
"518",0,20,2,2,0,0,0
"519",3,40,1,2,2,3,0
"520",0,20,2,2,0,0,0
"521",0,20,2,2,0,0,0
"522",0,0,2,2,0,0,1
"523",0,0,2,2,0,0,3
"524",0,15,2,2,0,0,0
"525",0,30,2,2,0,0,0
"526",0,30,2,2,0,0,0
"527",0,0,2,2,0,0,3
"528",0,30,2,2,0,0,0
"529",0,0,2,2,0,0,1
"530",7,120,1,2,2,1,0
"531",0,30,2,2,0,0,0
"532",0,0,2,2,0,0,1
"533",0,20,2,2,0,0,0
"534",0,0,2,2,0,0,3
"535",0,0,2,2,0,0,1
"536",0,0,2,2,0,0,3
"537",0,10,2,2,0,0,0
"538",0,0,2,2,0,0,1
"539",0,0,2,2,0,0,1
"540",0,15,2,2,0,0,0
"541",0,20,2,2,0,0,0
"542",0,0,2,2,0,0,1
"543",0,0,2,2,0,0,3
"544",0,0,2,2,0,0,3
"545",0,20,2,2,0,0,0
"546",0,25,2,2,0,0,0
"547",0,0,2,2,0,0,1
"548",0,30,2,2,0,0,0
"549",0,10,2,2,0,0,0
"550",1,60,1,2,2,5,0
"551",4,30,1,2,2,3,0
"552",4,25,1,2,1,2,0
"553",0,0,2,2,0,0,1
"554",0,30,2,2,0,0,0
"555",0,20,2,2,0,0,0
"556",0,60,2,2,0,0,0
"557",0,30,2,2,0,0,0
"558",0,0,2,2,0,0,2
"559",0,0,2,2,0,0,3
"560",0,30,2,2,0,0,0
"561",0,30,2,2,0,0,0
"562",0,0,2,2,0,0,1
"563",0,30,2,2,0,0,0
"564",2,35,1,2,1,1,0
"565",0,35,2,2,0,0,0
"566",0,40,2,2,0,0,0
"567",0,40,2,2,0,0,0
"568",0,20,2,2,0,0,0
"569",0,30,2,2,0,0,0
"570",0,15,2,2,0,0,0
"571",3,35,1,2,2,2,0
"572",0,60,2,2,0,0,0
"573",0,20,2,2,0,0,0
"574",0,15,2,2,0,0,0
"575",0,30,2,2,0,0,0
"576",0,0,2,2,0,0,1
"577",0,20,2,2,0,0,0
"578",0,10,2,2,0,0,0
"579",0,0,2,2,0,0,5
"580",0,0,2,2,0,0,3
"581",0,30,2,2,0,0,0
"582",0,20,2,2,0,0,0
"583",0,0,2,2,0,0,5
"584",0,0,0,0,0,0,0
"585",0,20,2,2,0,0,0
"586",0,60,2,2,0,0,0
"587",0,0,2,2,0,0,3
"588",0,25,2,2,0,0,0
"589",2,25,1,2,2,2,0
"590",0,0,2,2,0,0,5
"591",1,30,1,1,2,1,0
"592",2,40,1,2,1,3,0
"593",0,30,2,2,0,0,0
"594",2,15,1,2,1,4,0
"595",0,30,2,1,0,0,0
"596",0,20,2,2,0,0,0
"597",0,0,2,2,0,0,3
"598",1,20,1,2,1,2,0
"599",0,0,2,2,0,0,1
"600",0,20,2,2,0,0,0
"601",0,30,2,2,0,0,0
"602",1,30,1,2,2,2,0
"603",0,0,2,2,0,0,1
"604",0,0,2,2,0,0,3
"605",0,30,2,2,0,0,0
"606",5,60,1,2,2,1,0
"607",0,20,2,2,0,0,0
"608",0,0,2,2,0,0,2
"609",0,0,2,2,0,0,5
"610",0,120,2,2,0,0,0
"611",3,60,1,2,1,2,0
"612",0,0,2,2,0,0,3
"613",0,60,2,2,0,0,0
"614",1,20,1,2,2,4,0
"615",2,45,1,2,2,4,0
"616",0,20,2,2,0,0,0
"617",4,30,1,2,2,4,0
"618",0,0,2,2,0,0,5
"619",0,0,0,0,0,0,0
"620",1,30,1,2,2,3,0
"621",4,60,1,2,2,1,0
"622",3,20,1,2,2,5,0
"623",0,0,2,2,0,0,3
"624",0,0,2,2,0,0,2
"625",0,10,2,2,0,0,0
"626",0,0,2,2,0,0,1
"627",2,45,1,2,2,4,0
"628",5,60,1,2,1,1,0
"629",0,0,2,2,0,0,1
"630",1,30,1,2,2,5,0
"631",1,60,1,2,1,1,0
"632",0,20,2,2,0,0,0
"633",0,0,2,2,0,0,2
"634",0,15,2,2,0,0,0
"635",0,0,2,2,0,0,5
"636",2,120,1,2,2,4,0
"637",0,15,2,2,0,0,0
"638",2,60,1,2,1,1,0
"639",3,30,1,2,2,4,0
"640",0,0,2,2,0,0,1
"641",0,0,2,2,0,0,1
"642",10,30,1,2,1,2,0
"643",1,45,1,2,2,5,0
"644",0,0,2,2,0,0,2
"645",0,0,2,2,0,0,3
"646",0,30,2,2,0,0,0
"647",0,0,2,2,0,0,5
"648",1,45,1,2,2,5,0
"649",2,30,1,2,2,4,0
"650",0,0,2,2,0,0,1
"651",0,0,2,2,0,0,3
"652",0,0,2,2,0,0,5
"653",0,90,2,2,0,0,0
"654",0,60,2,2,0,0,0
"655",6,25,1,2,1,2,0
"656",10,45,1,2,1,1,0
"657",0,0,2,2,0,0,1
"658",0,0,2,2,0,0,1
"659",1,30,1,2,2,5,0
"660",0,0,2,2,0,0,3
"661",0,0,2,2,0,0,1
"662",0,0,2,2,0,0,1
"663",0,0,2,2,0,0,5
"664",3,90,1,2,2,4,0
"665",7,120,1,2,1,2,0
"666",1,30,1,2,2,5,0
"667",3,60,1,2,2,4,0
"668",0,0,2,2,0,0,2
"669",6,120,1,2,1,4,0
"670",0,0,2,2,0,0,1
"671",0,15,2,2,0,0,0
"672",0,20,2,2,0,0,0
"673",0,60,2,2,0,0,0
"674",0,0,2,2,0,0,1
"675",0,0,2,2,0,0,1
"676",0,60,2,2,0,0,0
"677",0,30,2,2,0,0,0
"678",2,120,1,2,2,5,0
"679",0,0,2,2,0,0,1
"680",0,0,2,2,0,0,2
"681",2,60,1,2,2,1,0
"682",0,25,2,2,0,0,0
"683",0,25,2,2,0,0,0
"684",0,0,0,0,0,0,0
"685",0,0,2,2,0,0,3
"686",0,0,2,2,0,0,2
"687",0,0,2,2,0,0,3
"688",0,0,2,2,0,0,3
"689",0,0,2,2,0,0,2
"690",1,60,1,2,2,4,0
"691",1,30,1,2,2,4,0
"692",0,0,2,2,0,0,2
"693",6,90,1,2,2,2,0
"694",0,35,2,2,0,0,0
"695",1,30,1,2,2,4,0
"696",0,0,2,2,0,0,3
"697",0,0,2,2,0,0,2
"698",0,20,2,2,0,0,0
"699",0,0,2,2,0,0,3
"700",0,25,2,2,0,0,0
"701",0,0,2,2,0,0,5
"702",0,0,2,2,0,0,2
"703",0,30,2,2,0,0,0
"704",0,30,2,2,0,0,0
"705",0,0,2,2,0,0,3
"706",0,0,0,0,0,0,0
"707",3,60,1,2,2,2,0
"708",0,0,0,0,0,0,0
"709",0,40,2,2,0,0,0
"710",0,25,2,2,0,0,0
"711",2,30,1,2,2,4,0
"712",0,0,2,2,0,0,3
"713",0,0,2,2,0,0,3
"714",0,20,2,2,0,0,0
"715",0,0,2,2,0,0,5
"716",0,0,2,2,0,0,1
"717",0,30,2,2,0,0,0
"718",0,0,2,2,0,0,5
"719",0,15,2,1,0,0,0
"720",3,180,1,2,1,2,0
"721",1,30,1,2,2,3,0
"722",1,60,1,2,2,4,0
"723",40,120,1,2,2,1,0
"724",0,10,2,2,0,0,0
"725",1,60,1,2,1,3,0
"726",0,10,2,2,0,0,0
"727",3,30,1,2,2,1,0
"728",8,60,1,2,2,4,0
"729",0,30,2,2,0,0,0
"730",1,15,1,2,2,5,0
"731",0,60,2,2,0,0,0
"732",0,0,0,0,0,0,0
"733",0,0,0,0,0,0,0
"734",0,10,2,2,0,0,0
"735",0,0,2,2,0,0,1
"736",1,30,1,2,2,3,0
"737",0,0,2,2,0,0,3
"738",0,30,2,2,0,0,0
"739",3,30,1,2,2,3,0
"740",3,90,1,2,2,1,0
"741",1,60,1,2,2,3,0
"742",2,30,1,2,1,4,0
"743",2,30,1,2,1,5,0
"744",1,20,1,2,2,4,0
"745",0,60,2,2,0,0,0
"746",3,30,1,2,1,3,0
"747",0,0,2,2,0,0,2
"748",0,30,2,2,0,0,0
"749",1,60,1,2,2,5,0
"750",0,0,0,0,0,0,0
"751",0,40,2,2,0,0,0
"752",0,0,2,2,0,0,1
"753",0,10,2,2,0,0,0
"754",0,0,2,2,0,0,1
"755",8,15,1,2,2,4,0
"756",2,60,1,2,2,4,0
"757",1,60,1,2,2,3,0
"758",0,0,2,2,0,0,4
"759",0,10,2,1,0,0,0
"760",0,30,2,2,0,0,0
"761",8,30,1,2,2,1,0
"762",3,60,1,2,2,3,0
"763",20,180,1,2,2,3,0
"764",2,40,1,2,2,4,0
"765",2,60,1,2,2,3,0
"766",0,0,2,2,0,0,1
"767",0,0,2,2,0,0,1
"768",2,25,1,2,2,3,0
"769",0,0,0,0,0,0,0
"770",0,0,2,2,0,0,3
"771",0,0,2,2,0,0,3
"772",0,0,0,0,0,0,0
"773",0,25,2,2,0,0,0
"774",0,20,2,2,0,0,0
"775",2,20,1,2,2,3,0
"776",1,20,1,2,2,5,0
"777",3,60,1,2,2,1,0
"778",0,0,2,2,0,0,3
"779",20,60,1,2,1,3,0
"780",1,20,1,2,2,1,0
"781",2,40,1,2,2,3,0
"782",0,0,2,2,0,0,3
"783",4,60,1,2,2,3,0
"784",0,0,2,2,0,0,3
"785",0,15,2,2,0,0,0
"786",0,30,2,2,0,0,0
"787",0,15,2,2,0,0,0
"788",0,0,2,2,0,0,1
"789",2,2,1,2,1,4,0
"790",3,30,1,2,2,3,0
"791",0,0,2,2,0,0,3
"792",2,15,1,2,1,4,0
"793",0,60,2,2,0,0,0
"794",0,0,2,2,0,0,3
"795",0,0,2,2,0,0,1
"796",0,0,2,2,0,0,1
"797",0,20,2,1,0,0,0
"798",0,30,2,2,0,0,0
"799",0,0,2,2,0,0,1
"800",0,0,2,2,0,0,1
"801",1,10,1,2,2,5,0
"802",0,30,2,2,0,0,0
"803",0,10,2,2,0,0,0
"804",1,20,1,2,2,5,0
"805",2,60,1,2,1,1,0
"806",0,0,2,2,0,0,5
"807",3,60,1,2,2,1,0
"808",2,30,1,2,2,3,0
"809",0,0,2,2,0,0,1
"810",2,40,1,2,1,4,0
"811",1,30,1,2,2,4,0
"812",1,20,1,2,2,4,0
"813",6,120,1,2,1,2,0
"814",0,0,2,2,0,0,3
"815",0,20,2,2,0,0,0
"816",0,0,2,2,0,0,2
"817",0,0,2,2,0,0,3
"818",0,0,2,2,0,0,3
"819",1,15,1,2,2,4,0
