"","p4","p26","p3_1","p3_4","p8_1","p5","p32"
"820",1,15,1,2,2,4,0
"821",2,45,1,2,2,1,0
"822",1,20,1,2,2,3,0
"823",0,0,2,2,0,0,3
"824",0,0,2,2,0,0,2
"825",0,0,2,2,0,0,2
"826",0,0,2,2,0,0,3
"827",0,0,2,2,0,0,3
"828",2,60,1,2,2,4,0
"829",1,15,1,2,2,5,0
"830",2,30,1,2,2,4,0
"831",0,5,2,2,0,0,0
"832",2,30,1,2,2,5,0
"833",0,0,2,2,0,0,1
"834",0,60,2,2,0,0,0
"835",0,30,2,2,0,0,0
"836",0,30,2,2,0,0,0
"837",2,20,1,2,2,4,0
"838",1,40,1,2,1,3,0
"839",2,30,1,2,2,3,0
"840",0,0,2,2,0,0,1
"841",0,60,2,2,0,0,0
"842",0,0,2,2,0,0,1
"843",2,30,1,2,1,4,0
"844",0,0,2,2,0,0,5
"845",3,60,1,2,2,4,0
"846",0,15,2,2,0,0,0
"847",0,25,2,2,0,0,0
"848",3,30,1,2,2,4,0
"849",3,30,1,2,2,3,0
"850",0,0,2,2,0,0,2
"851",1,15,1,2,2,4,0
"852",0,0,2,2,0,0,3
"853",0,0,2,2,0,0,3
"854",4,60,1,2,2,3,0
"855",0,0,2,2,0,0,1
"856",0,40,2,2,0,0,0
"857",2,30,1,2,1,4,0
"858",20,20,1,2,2,3,0
"859",2,40,1,2,2,3,0
"860",1,30,1,2,2,5,0
"861",7,60,1,2,2,4,0
"862",3,30,1,2,2,4,0
"863",0,15,2,2,0,0,0
"864",0,15,2,2,0,0,0
"865",0,0,2,2,0,0,1
"866",0,0,2,2,0,0,1
"867",0,0,2,2,0,0,1
"868",0,0,2,2,0,0,2
"869",0,0,2,2,0,0,3
"870",3,30,1,2,2,4,0
"871",0,0,2,2,0,0,3
"872",0,0,2,2,0,0,3
"873",3,45,1,2,2,4,0
"874",0,0,2,2,0,0,2
"875",1,30,1,2,2,3,0
"876",0,0,2,2,0,0,1
"877",0,0,2,2,0,0,1
"878",0,0,2,2,0,0,1
"879",0,0,2,2,0,0,1
"880",0,0,2,2,0,0,3
"881",1,20,1,2,2,4,0
"882",4,45,1,2,2,1,0
"883",0,0,0,0,0,0,0
"884",0,20,2,2,0,0,0
"885",2,30,1,2,2,2,0
"886",0,0,2,2,0,0,5
"887",0,0,2,2,0,0,5
"888",0,0,2,2,0,0,3
"889",4,90,1,2,2,3,0
"890",1,30,1,2,2,4,0
"891",0,60,2,2,0,0,0
"892",0,0,2,2,0,0,3
"893",0,0,2,2,0,0,3
"894",0,0,0,0,0,0,0
"895",0,60,2,2,0,0,0
"896",0,0,2,2,0,0,2
"897",0,0,2,2,0,0,1
"898",0,90,2,2,0,0,0
"899",1,15,1,2,2,3,0
"900",0,60,2,2,0,0,0
"901",0,0,2,2,0,0,2
"902",0,0,2,2,0,0,1
"903",0,0,2,2,0,0,3
"904",1,20,1,2,2,5,0
"905",0,0,2,2,0,0,3
"906",1,25,1,2,2,1,0
"907",0,0,2,2,0,0,1
"908",0,0,2,2,0,0,1
"909",0,0,2,2,0,0,3
"910",0,0,2,2,0,0,3
"911",3,45,1,2,2,3,0
"912",0,0,0,0,0,0,0
"913",3,35,1,2,2,4,0
"914",0,0,2,2,0,0,3
"915",0,30,2,2,0,0,0
"916",0,15,2,2,0,0,0
"917",5,60,1,2,1,2,0
"918",0,0,2,2,0,0,1
"919",1,40,1,2,2,5,0
"920",1,15,1,2,2,4,0
"921",1,20,1,2,2,4,0
"922",2,20,1,2,2,3,0
"923",0,10,2,2,0,0,0
"924",3,30,1,2,2,4,0
"925",0,0,2,2,0,0,3
"926",0,0,2,2,0,0,3
"927",0,0,2,2,0,0,3
"928",0,10,2,2,0,0,0
"929",4,60,1,2,2,2,0
"930",1,60,1,2,2,3,0
"931",3,45,1,2,1,1,0
"932",1,30,1,2,2,4,0
"933",0,0,0,0,0,0,0
"934",0,0,2,2,0,0,1
"935",0,0,2,2,0,0,5
"936",15,40,1,2,2,3,0
"937",0,10,2,2,0,0,0
"938",2,30,1,2,1,3,0
"939",2,35,1,2,2,3,0
"940",0,25,2,2,0,0,0
"941",2,35,1,2,2,3,0
"942",3,30,1,2,2,4,0
"943",0,20,2,2,0,0,0
"944",8,180,1,2,2,3,0
"945",0,0,2,2,0,0,3
"946",2,35,1,2,2,3,0
"947",5,45,1,2,2,3,0
"948",2,45,1,2,2,3,0
"949",1,20,1,2,2,4,0
"950",0,0,2,2,0,0,3
"951",30,30,1,2,2,5,0
"952",0,0,2,2,0,0,1
"953",6,180,1,2,2,2,0
"954",0,0,2,2,0,0,5
"955",2,20,1,2,2,4,0
"956",0,20,2,2,0,0,0
"957",0,0,2,2,0,0,5
"958",0,0,2,2,0,0,5
"959",0,0,2,2,0,0,1
"960",0,0,2,2,0,0,1
"961",0,0,2,2,0,0,3
"962",0,0,2,2,0,0,1
"963",0,0,2,2,0,0,3
"964",6,60,1,2,2,3,0
"965",1,60,1,2,2,3,0
"966",0,15,2,2,0,0,0
"967",0,60,2,2,0,0,0
"968",0,0,2,2,0,0,3
"969",2,30,1,2,2,4,0
"970",0,0,2,2,0,0,3
"971",2,30,1,2,2,3,0
"972",10,120,1,2,2,4,0
"973",2,60,1,2,1,3,0
"974",0,30,2,2,0,0,0
"975",3,45,1,2,2,3,0
"976",7,60,1,2,2,4,0
"977",2,30,1,2,2,4,0
"978",4,60,1,2,2,4,0
"979",0,20,2,2,0,0,0
"980",1,60,1,2,1,4,0
"981",1,60,1,2,2,4,0
"982",1,30,1,2,2,3,0
"983",0,0,2,2,0,0,3
"984",0,0,2,2,0,0,3
"985",5,30,1,2,2,2,0
"986",0,15,2,2,0,0,0
"987",0,30,2,2,0,0,0
"988",3,60,1,2,2,4,0
"989",1,15,1,2,2,3,0
"990",0,0,2,2,0,0,3
"991",2,120,1,2,1,3,0
"992",1,60,1,2,2,4,0
"993",0,10,2,2,0,0,0
"994",3,120,1,2,2,1,0
"995",0,0,2,2,0,0,3
"996",0,0,2,2,0,0,3
"997",0,30,2,2,0,0,0
"998",0,20,2,2,0,0,0
"999",0,0,2,2,0,0,3
"1000",1,20,1,2,2,4,0
"1001",1,20,1,2,2,4,0
"1002",0,0,2,2,0,0,3
"1003",0,0,2,2,0,0,3
"1004",0,0,2,2,0,0,3
"1005",0,10,2,2,0,0,0
"1006",0,0,2,2,0,0,3
"1007",0,0,2,2,0,0,3
"1008",0,0,0,0,0,0,0
"1009",0,30,2,1,0,0,0
"1010",12,120,1,2,2,4,0
"1011",2,60,1,2,2,4,0
"1012",0,0,2,2,0,0,1
"1013",0,0,2,2,0,0,5
"1014",0,20,2,2,0,0,0
"1015",0,0,2,2,0,0,5
"1016",0,0,2,2,0,0,2
"1017",0,20,2,2,0,0,0
"1018",2,30,1,2,2,4,0
"1019",2,40,1,2,1,3,0
"1020",0,0,2,2,0,0,3
"1021",2,20,1,2,2,4,0
"1022",0,10,2,2,0,0,0
"1023",0,0,2,2,0,0,3
"1024",4,60,1,2,1,2,0
"1025",0,0,2,2,0,0,2
"1026",0,10,2,2,0,0,0
"1027",0,0,2,2,0,0,3
"1028",15,10,1,2,1,6,0
"1029",0,0,2,2,0,0,3
"1030",0,30,2,2,0,0,0
"1031",7,30,1,2,2,4,0
"1032",0,0,2,2,0,0,3
"1033",0,15,2,2,0,0,0
"1034",2,60,1,2,2,2,0
"1035",2,30,1,2,2,3,0
"1036",0,0,2,2,0,0,5
"1037",0,20,2,2,0,0,0
"1038",0,0,2,2,0,0,1
"1039",1,40,1,2,2,4,0
"1040",0,20,2,2,0,0,0
"1041",0,0,2,2,0,0,3
"1042",0,0,2,2,0,0,5
"1043",5,70,1,2,1,4,0
"1044",0,30,2,2,0,0,0
"1045",3,30,1,2,2,3,0
"1046",3,20,1,2,2,4,0
"1047",2,30,1,2,2,4,0
"1048",4,30,1,1,1,4,0
"1049",0,60,2,2,0,0,0
"1050",3,10,1,2,2,4,0
"1051",2,30,1,1,2,4,0
"1052",1,20,1,2,2,4,0
"1053",0,30,2,1,0,0,0
"1054",0,0,2,2,0,0,5
"1055",0,0,2,2,0,0,5
"1056",1,15,1,2,2,3,0
"1057",2,40,1,2,2,3,0
"1058",0,0,2,2,0,0,3
"1059",0,0,2,2,0,0,3
"1060",10,30,1,2,1,5,0
"1061",1,30,1,2,2,6,0
"1062",0,0,2,2,0,0,3
"1063",0,0,2,2,0,0,3
"1064",1,30,1,2,2,4,0
"1065",0,0,2,2,0,0,3
"1066",1,60,1,2,2,5,0
"1067",2,45,1,2,2,4,0
"1068",0,0,2,2,0,0,3
"1069",4,90,1,2,2,3,0
"1070",0,0,2,2,0,0,4
"1071",0,0,2,2,0,0,3
"1072",1,30,1,2,2,4,0
"1073",0,0,2,2,0,0,1
"1074",0,0,2,2,0,0,3
"1075",0,30,2,2,0,0,0
"1076",0,0,0,0,0,0,0
"1077",0,0,2,2,0,0,3
"1078",4,50,1,2,1,4,0
"1079",0,0,2,2,0,0,3
"1080",0,40,2,2,0,0,0
"1081",0,0,2,2,0,0,2
"1082",0,0,2,2,0,0,6
"1083",0,0,2,2,0,0,5
"1084",0,0,2,2,0,0,5
"1085",0,0,2,2,0,0,3
"1086",0,0,2,2,0,0,1
"1087",0,0,2,2,0,0,2
"1088",0,0,2,2,0,0,5
"1089",0,0,2,2,0,0,1
"1090",2,20,1,2,1,2,0
"1091",0,20,2,2,0,0,0
"1092",5,15,1,2,2,1,0
"1093",0,0,2,2,0,0,3
"1094",0,0,2,2,0,0,3
"1095",2,30,1,2,2,1,0
"1096",0,0,2,2,0,0,5
"1097",0,0,2,2,0,0,5
"1098",3,30,1,2,1,3,0
"1099",0,30,2,2,0,0,0
"1100",0,0,2,2,0,0,2
"1101",0,0,2,2,0,0,2
"1102",5,30,1,2,2,1,0
"1103",0,0,2,2,0,0,2
"1104",0,0,2,2,0,0,3
"1105",0,0,2,2,0,0,1
"1106",0,0,2,2,0,0,1
"1107",0,0,2,2,0,0,3
"1108",0,0,2,2,0,0,4
"1109",0,0,2,2,0,0,1
"1110",0,0,2,2,0,0,5
"1111",0,0,2,2,0,0,3
"1112",0,0,2,2,0,0,5
"1113",0,0,2,2,0,0,5
"1114",5,120,1,2,2,1,0
"1115",2,45,1,2,1,3,0
"1116",5,60,1,2,1,4,0
"1117",5,120,1,2,1,4,0
"1118",8,120,1,2,1,3,0
"1119",3,120,1,2,1,1,0
"1120",5,120,1,2,1,2,0
"1121",5,60,1,2,1,3,0
"1122",0,0,2,2,0,0,3
"1123",0,0,2,2,0,0,1
"1124",0,0,2,2,0,0,5
"1125",0,0,2,2,0,0,1
"1126",5,120,1,2,1,1,0
"1127",0,0,2,2,0,0,4
"1128",4,120,1,2,1,2,0
"1129",0,0,2,2,0,0,3
"1130",0,0,2,2,0,0,3
"1131",2,120,1,1,2,3,0
"1132",0,0,2,2,0,0,2
"1133",2,45,1,2,2,4,0
"1134",2,120,1,1,2,4,0
"1135",0,0,2,2,0,0,3
"1136",0,60,2,2,0,0,0
"1137",0,0,2,2,0,0,5
"1138",2,90,1,2,2,1,0
"1139",3,45,1,2,1,1,0
"1140",2,45,1,2,1,3,0
"1141",0,0,2,2,0,0,3
"1142",3,35,1,2,2,4,0
"1143",0,0,2,2,0,0,3
"1144",2,120,1,2,1,1,0
"1145",0,0,0,0,0,0,0
"1146",1,30,1,2,2,3,0
"1147",1,30,1,2,2,4,0
"1148",0,45,2,2,0,0,0
"1149",5,30,1,2,1,1,0
"1150",0,60,2,2,0,0,0
"1151",1,30,1,2,2,5,0
"1152",0,0,2,2,0,0,3
"1153",2,30,1,2,1,1,0
"1154",0,0,2,2,0,0,1
"1155",0,30,2,2,0,0,0
"1156",10,90,1,2,2,4,0
"1157",1,30,1,2,2,4,0
"1158",0,0,2,2,0,0,3
"1159",0,0,2,2,0,0,5
"1160",0,30,2,2,0,0,0
"1161",0,0,2,2,0,0,1
"1162",3,120,1,2,2,1,0
"1163",0,10,2,2,0,0,0
"1164",0,0,2,2,0,0,1
"1165",0,30,2,2,0,0,0
"1166",0,0,2,2,0,0,5
"1167",2,60,1,2,2,4,0
"1168",0,0,2,2,0,0,1
"1169",1,180,1,2,2,4,0
"1170",1,15,1,2,2,4,0
"1171",0,0,2,2,0,0,5
"1172",0,0,2,2,0,0,5
"1173",2,60,1,2,1,1,0
"1174",0,0,2,2,0,0,5
"1175",1,30,1,2,2,2,0
"1176",0,20,2,1,0,0,0
"1177",0,0,2,2,0,0,3
"1178",0,0,2,2,0,0,5
"1179",3,60,1,2,1,4,0
"1180",0,15,2,2,0,0,0
"1181",0,0,0,0,0,0,0
"1182",0,0,0,0,0,0,0
"1183",5,60,1,2,1,2,0
"1184",0,0,2,2,0,0,3
"1185",0,5,2,2,0,0,0
"1186",0,0,0,0,0,0,0
"1187",1,30,1,2,2,3,0
"1188",0,0,2,2,0,0,3
"1189",0,15,2,2,0,0,0
"1190",1,30,1,2,2,3,0
"1191",2,30,1,2,2,4,0
"1192",1,60,1,2,2,4,0
"1193",4,40,1,2,1,4,0
"1194",0,30,2,2,0,0,0
"1195",0,60,2,2,0,0,0
"1196",6,60,1,2,2,6,0
"1197",0,30,2,2,0,0,0
"1198",0,60,2,2,0,0,0
"1199",0,10,2,2,0,0,0
"1200",0,15,2,2,0,0,0
"1201",4,30,1,2,2,4,0
"1202",0,30,2,2,0,0,0
"1203",2,30,1,2,2,3,0
"1204",0,0,2,2,0,0,6
"1205",0,0,2,2,0,0,1
"1206",2,40,1,2,1,3,0
"1207",6,40,1,2,2,4,0
"1208",0,0,2,2,0,0,3
"1209",0,0,2,2,0,0,3
"1210",2,10,1,2,2,4,0
"1211",3,30,1,2,2,1,0
"1212",0,0,2,2,0,0,1
"1213",1,30,1,2,1,3,0
"1214",0,20,2,2,0,0,0
"1215",0,10,2,2,0,0,0
"1216",0,2,2,2,0,0,0
"1217",0,30,2,2,0,0,0
"1218",3,60,1,2,2,3,0
"1219",0,0,2,2,0,0,1
"1220",1,30,1,2,2,4,0
"1221",1,60,1,2,2,4,0
"1222",2,45,1,2,2,4,0
"1223",2,60,1,2,2,4,0
"1224",0,0,2,2,0,0,3
"1225",0,30,2,1,0,0,0
"1226",2,30,1,2,2,4,0
"1227",0,15,2,2,0,0,0
"1228",2,30,1,2,2,3,0
"1229",3,60,1,2,2,3,0
"1230",0,0,2,2,0,0,5
"1231",0,10,2,2,0,0,0
"1232",0,15,2,2,0,0,0
"1233",0,10,2,2,0,0,0
"1234",0,30,2,2,0,0,0
"1235",0,5,2,2,0,0,0
"1236",2,60,1,2,2,1,0
"1237",3,90,1,2,2,3,0
"1238",0,0,2,2,0,0,3
"1239",2,20,1,2,2,5,0
"1240",2,60,1,2,2,3,0
"1241",0,0,2,2,0,0,3
"1242",15,30,1,2,1,4,0
"1243",2,60,1,1,2,4,0
"1244",0,10,2,2,0,0,0
"1245",0,60,2,2,0,0,0
"1246",0,25,2,2,0,0,0
"1247",2,20,1,2,2,3,0
"1248",0,0,2,2,0,0,3
"1249",0,30,2,2,0,0,0
"1250",0,30,2,2,0,0,0
"1251",5,60,1,1,1,4,0
"1252",2,20,1,2,2,4,0
"1253",1,5,1,2,2,4,0
"1254",2,30,1,1,2,4,0
"1255",0,10,2,2,0,0,0
"1256",0,0,2,2,0,0,3
"1257",0,5,2,2,0,0,0
"1258",0,10,2,2,0,0,0
"1259",0,0,2,2,0,0,5
"1260",2,20,1,2,2,3,0
"1261",1,40,1,2,2,4,0
"1262",1,30,1,2,2,5,0
"1263",1,60,1,2,2,5,0
"1264",1,30,1,2,1,2,0
"1265",2,45,1,2,2,3,0
"1266",1,60,1,2,2,5,0
"1267",0,5,2,2,0,0,0
"1268",0,30,2,2,0,0,0
"1269",0,0,2,2,0,0,2
"1270",0,15,2,2,0,0,0
"1271",2,60,1,1,1,1,0
"1272",1,60,1,2,2,4,0
"1273",0,0,2,2,0,0,3
"1274",0,60,2,2,0,0,0
"1275",0,30,2,2,0,0,0
"1276",0,30,2,2,0,0,0
"1277",0,60,2,2,0,0,0
"1278",0,10,2,2,0,0,0
"1279",0,0,2,2,0,0,2
"1280",0,20,2,2,0,0,0
"1281",0,30,2,2,0,0,0
"1282",0,60,2,2,0,0,0
"1283",2,30,1,2,2,4,0
"1284",5,60,1,1,2,4,0
"1285",3,60,1,2,2,4,0
"1286",0,10,2,2,0,0,0
"1287",0,30,2,2,0,0,0
"1288",0,60,2,1,0,0,0
"1289",0,0,2,2,0,0,1
"1290",20,120,1,2,1,1,0
"1291",1,30,1,2,2,4,0
"1292",5,20,1,2,2,4,0
"1293",3,120,1,2,1,1,0
"1294",0,60,2,2,0,0,0
"1295",2,30,1,2,2,4,0
"1296",0,60,2,2,0,0,0
"1297",0,0,2,2,0,0,2
"1298",0,10,2,2,0,0,0
"1299",0,15,2,2,0,0,0
"1300",0,0,0,0,0,0,0
"1301",0,0,2,2,0,0,2
"1302",0,0,2,2,0,0,3
"1303",2,30,1,2,2,1,0
"1304",2,60,1,2,2,2,0
"1305",5,60,1,2,2,3,0
"1306",1,45,1,2,2,4,0
"1307",4,90,1,2,1,3,0
"1308",3,60,1,2,2,4,0
"1309",0,0,2,2,0,0,6
"1310",1,60,1,2,2,4,0
"1311",0,60,2,2,0,0,0
"1312",0,0,2,2,0,0,3
"1313",2,60,1,2,1,4,0
"1314",1,40,1,2,2,5,0
"1315",2,60,1,2,2,4,0
"1316",0,0,2,2,0,0,3
"1317",5,15,1,2,1,2,0
"1318",0,0,2,2,0,0,3
"1319",4,60,1,2,1,1,0
"1320",3,30,1,2,2,2,0
"1321",0,30,2,2,0,0,0
"1322",0,0,2,2,0,0,3
"1323",4,30,1,2,1,4,0
"1324",0,0,2,2,0,0,3
"1325",2,30,1,2,1,4,0
"1326",0,20,2,2,0,0,0
"1327",0,0,2,2,0,0,3
"1328",5,20,1,2,1,4,0
"1329",5,30,1,2,2,4,0
"1330",4,60,1,2,2,4,0
"1331",0,0,2,2,0,0,3
"1332",4,120,1,2,2,3,0
"1333",0,0,2,2,0,0,2
"1334",3,30,1,2,2,4,0
"1335",1,30,1,2,2,3,0
"1336",1,20,1,2,2,1,0
"1337",0,0,2,2,0,0,3
"1338",0,30,2,1,0,0,0
"1339",0,0,2,2,0,0,3
"1340",0,0,2,2,0,0,3
"1341",0,0,2,2,0,0,3
"1342",0,10,2,2,0,0,0
"1343",0,20,2,2,0,0,0
"1344",0,0,2,2,0,0,3
"1345",3,120,1,1,2,4,0
"1346",0,30,2,2,0,0,0
"1347",0,30,2,2,0,0,0
"1348",3,60,1,2,1,2,0
"1349",0,45,2,2,0,0,0
"1350",1,30,1,2,2,4,0
"1351",0,0,2,2,0,0,3
"1352",4,90,1,1,2,4,0
"1353",5,120,1,1,2,4,0
"1354",0,20,2,2,0,0,0
"1355",3,20,1,2,1,3,0
"1356",2,30,1,2,1,4,0
"1357",1,15,1,2,2,4,0
"1358",4,60,1,2,1,4,0
"1359",0,20,2,2,0,0,0
"1360",0,10,2,2,0,0,0
"1361",0,0,2,2,0,0,2
"1362",0,0,2,2,0,0,2
"1363",0,0,2,2,0,0,1
"1364",0,60,2,2,0,0,0
"1365",1,15,1,2,2,4,0
"1366",0,15,2,2,0,0,0
"1367",0,0,2,2,0,0,2
"1368",1,60,1,2,2,3,0
"1369",4,15,1,2,2,3,0
"1370",0,0,2,2,0,0,1
"1371",3,20,1,1,2,3,0
"1372",0,20,2,2,0,0,0
"1373",0,30,2,2,0,0,0
"1374",0,30,2,2,0,0,0
"1375",1,15,1,2,1,5,0
"1376",2,60,1,2,2,3,0
"1377",8,120,1,2,1,1,0
"1378",2,30,1,2,2,3,0
"1379",0,0,2,2,0,0,1
"1380",0,0,2,2,0,0,3
"1381",2,20,1,2,2,3,0
"1382",0,60,2,2,0,0,0
"1383",2,90,1,2,1,1,0
"1384",0,20,2,2,0,0,0
"1385",6,60,1,1,2,4,0
"1386",0,20,2,2,0,0,0
"1387",0,30,2,1,0,0,0
"1388",0,25,2,2,0,0,0
"1389",0,0,2,2,0,0,4
"1390",0,0,2,2,0,0,3
"1391",2,20,1,2,1,2,0
"1392",0,30,2,2,0,0,0
"1393",2,30,1,2,2,4,0
"1394",1,30,1,2,2,5,0
"1395",1,60,1,2,2,3,0
"1396",0,60,2,2,0,0,0
"1397",6,30,1,2,2,2,0
"1398",0,60,2,2,0,0,0
"1399",0,20,2,1,0,0,0
"1400",2,20,1,2,2,4,0
"1401",4,60,1,2,2,4,0
"1402",0,30,2,2,0,0,0
"1403",8,90,1,2,2,3,0
"1404",0,0,2,2,0,0,3
"1405",0,30,2,2,0,0,0
"1406",1,120,1,2,2,4,0
"1407",1,60,1,2,2,4,0
"1408",0,30,2,2,0,0,0
"1409",1,30,1,2,2,5,0
"1410",0,0,2,2,0,0,5
"1411",0,0,2,2,0,0,3
"1412",2,60,1,2,2,4,0
"1413",0,0,2,2,0,0,2
"1414",0,0,2,2,0,0,2
"1415",2,60,1,2,2,4,0
"1416",0,30,2,1,0,0,0
"1417",2,30,1,2,2,4,0
"1418",0,20,2,2,0,0,0
"1419",0,30,2,2,0,0,0
"1420",0,0,2,2,0,0,5
"1421",0,0,2,2,0,0,1
"1422",0,120,2,2,0,0,0
"1423",1,30,1,2,2,5,0
"1424",0,0,2,2,0,0,1
"1425",3,20,1,2,2,4,0
"1426",0,0,0,0,0,0,0
"1427",3,90,1,2,1,4,0
"1428",2,40,1,2,2,4,0
"1429",0,0,2,2,0,0,2
"1430",0,0,2,2,0,0,3
"1431",0,10,2,2,0,0,0
"1432",0,30,2,2,0,0,0
"1433",0,0,2,2,0,0,3
"1434",4,30,1,1,2,4,0
"1435",0,0,2,2,0,0,3
"1436",1,20,1,2,2,4,0
"1437",1,10,1,2,2,3,0
"1438",0,0,2,2,0,0,3
"1439",4,120,1,2,2,4,0
"1440",2,30,1,2,2,4,0
"1441",0,0,2,2,0,0,3
"1442",0,30,2,2,0,0,0
"1443",0,0,2,2,0,0,3
"1444",0,10,2,2,0,0,0
"1445",0,10,2,2,0,0,0
"1446",0,60,2,2,0,0,0
"1447",1,30,1,1,2,4,0
"1448",0,40,2,2,0,0,0
"1449",0,20,2,2,0,0,0
"1450",15,300,1,2,2,4,0
"1451",0,60,2,1,0,0,0
"1452",0,120,2,2,0,0,0
"1453",1,30,1,2,1,3,0
"1454",1,20,1,2,2,4,0
"1455",0,30,2,2,0,0,0
"1456",0,0,2,2,0,0,1
"1457",2,40,1,2,2,4,0
"1458",0,90,2,2,0,0,0
"1459",1,60,1,1,1,3,0
"1460",0,0,2,2,0,0,2
"1461",0,60,2,2,0,0,0
"1462",3,120,1,2,1,2,0
"1463",2,60,1,2,2,4,0
"1464",2,30,1,2,2,3,0
"1465",0,0,2,2,0,0,5
"1466",0,0,2,2,0,0,5
"1467",3,15,1,2,2,4,0
"1468",0,60,2,2,0,0,0
"1469",0,180,2,2,0,0,0
"1470",0,20,2,2,0,0,0
"1471",0,15,2,2,0,0,0
"1472",0,0,0,0,0,0,0
"1473",0,30,2,2,0,0,0
"1474",0,0,2,2,0,0,3
"1475",12,20,1,2,1,6,0
"1476",0,0,2,2,0,0,1
"1477",0,20,2,2,0,0,0
"1478",0,0,2,2,0,0,4
"1479",0,0,2,2,0,0,3
"1480",1,60,1,1,2,3,0
"1481",0,10,2,2,0,0,0
"1482",30,60,1,2,2,4,0
"1483",8,20,1,2,2,3,0
"1484",0,30,2,2,0,0,0
"1485",2,15,1,2,2,4,0
"1486",0,10,2,2,0,0,0
"1487",0,0,2,2,0,0,6
"1488",0,30,2,2,0,0,0
"1489",0,0,2,2,0,0,1
"1490",2,60,1,1,1,1,0
"1491",0,20,2,2,0,0,0
"1492",11,35,1,1,1,2,0
"1493",2,30,1,2,1,3,0
"1494",70,120,1,1,1,4,0
"1495",1,15,1,2,2,5,0
"1496",0,0,2,2,0,0,5
"1497",0,10,2,2,0,0,0
"1498",0,30,2,1,0,0,0
"1499",1,10,1,2,2,5,0
"1500",2,20,1,2,2,4,0
"1501",0,15,2,2,0,0,0
"1502",15,240,1,2,2,1,0
"1503",0,20,2,2,0,0,0
"1504",15,30,1,2,1,1,0
"1505",0,60,2,1,0,0,0
"1506",2,20,1,2,2,3,0
"1507",0,15,2,2,0,0,0
"1508",0,0,2,2,0,0,5
"1509",1,60,1,2,2,4,0
"1510",0,30,2,2,0,0,0
"1511",0,60,2,2,0,0,0
"1512",3,30,1,2,2,4,0
"1513",1,30,1,2,2,5,0
"1514",2,40,1,2,2,4,0
"1515",5,90,1,2,2,2,0
"1516",0,0,2,2,0,0,1
"1517",1,45,1,2,1,3,0
"1518",0,30,2,2,0,0,0
"1519",0,0,2,2,0,0,3
"1520",1,15,1,2,2,2,0
"1521",0,60,2,2,0,0,0
"1522",1,20,1,2,2,4,0
"1523",0,60,2,2,0,0,0
"1524",0,0,2,2,0,0,3
"1525",0,15,2,2,0,0,0
"1526",3,30,1,2,2,4,0
"1527",0,0,2,2,0,0,3
"1528",2,45,1,2,2,4,0
"1529",0,15,2,2,0,0,0
"1530",1,10,1,2,2,5,0
"1531",2,20,1,2,2,4,0
"1532",1,40,1,2,2,3,0
"1533",0,0,2,2,0,0,3
"1534",1,30,1,2,2,5,0
"1535",0,0,2,2,0,0,1
"1536",2,20,1,2,1,4,0
"1537",0,0,2,2,0,0,3
"1538",0,10,2,2,0,0,0
"1539",1,60,1,2,2,4,0
"1540",1,30,1,2,2,4,0
"1541",0,40,2,2,0,0,0
"1542",2,45,1,2,2,3,0
"1543",5,120,1,2,2,4,0
"1544",3,60,1,2,2,5,0
"1545",5,30,1,1,2,2,0
"1546",0,0,2,2,0,0,1
"1547",0,20,2,2,0,0,0
"1548",1,40,1,2,2,5,0
"1549",0,0,2,2,0,0,3
"1550",1,45,1,2,2,3,0
"1551",6,90,1,2,2,2,0
"1552",20,20,1,2,1,5,0
"1553",1,30,1,2,2,2,0
"1554",0,120,2,2,0,0,0
"1555",0,0,2,2,0,0,3
"1556",8,120,1,2,2,3,0
"1557",0,0,2,2,0,0,3
"1558",4,60,1,2,2,3,0
"1559",0,30,2,2,0,0,0
"1560",0,30,2,2,0,0,0
"1561",0,0,2,2,0,0,3
"1562",0,0,2,2,0,0,3
"1563",1,60,1,2,2,5,0
"1564",0,60,2,2,0,0,0
"1565",5,60,1,2,2,2,0
"1566",1,50,1,2,2,3,0
"1567",1,90,1,2,2,3,0
"1568",0,20,2,2,0,0,0
"1569",0,30,2,2,0,0,0
"1570",1,20,1,2,1,4,0
"1571",6,60,1,1,1,2,0
"1572",1,20,1,2,2,3,0
"1573",2,30,1,2,2,2,0
"1574",1,30,1,2,2,1,0
"1575",2,120,1,2,2,2,0
"1576",0,0,2,2,0,0,3
"1577",0,60,2,2,0,0,0
"1578",3,30,1,2,2,4,0
"1579",2,40,1,2,2,4,0
"1580",2,40,1,2,2,3,0
"1581",4,90,1,2,2,3,0
"1582",0,0,2,2,0,0,5
"1583",1,20,1,2,2,4,0
"1584",0,0,2,2,0,0,3
"1585",0,0,2,2,0,0,5
"1586",2,20,1,2,2,4,0
"1587",0,0,2,2,0,0,2
"1588",0,0,2,2,0,0,1
"1589",3,30,1,2,1,2,0
"1590",0,0,2,2,0,0,3
"1591",0,0,2,2,0,0,4
"1592",0,0,2,2,0,0,1
"1593",0,30,2,2,0,0,0
"1594",0,60,2,2,0,0,0
"1595",0,0,2,2,0,0,1
"1596",8,30,1,2,2,4,0
"1597",1,30,1,2,2,4,0
"1598",1,40,1,2,2,4,0
"1599",2,60,1,1,2,4,0
"1600",0,0,2,2,0,0,3
"1601",0,20,2,2,0,0,0
"1602",1,30,1,2,2,1,0
"1603",2,60,1,2,2,4,0
"1604",1,20,1,2,1,4,0
"1605",2,30,1,2,1,1,0
