"","p4","p26","p3_1","p3_4","p8_1","p5","p32"
"623",3,120,1,2,2,3,0
"624",0,20,2,2,0,0,0
"625",0,10,2,2,0,0,0
"626",1,15,1,2,2,4,0
"627",6,30,1,2,2,3,0
"628",0,0,2,2,0,0,3
"629",0,0,2,2,0,0,3
"630",0,15,2,2,0,0,0
"631",1,60,1,2,2,4,0
"632",1,30,1,2,2,5,0
"633",0,0,2,2,0,0,1
"634",0,0,2,2,0,0,5
"635",0,30,2,2,0,0,0
"636",0,25,2,2,0,0,0
"637",0,30,2,2,0,0,0
"638",1,30,1,2,2,1,0
"639",0,0,2,2,0,0,2
"640",0,0,0,0,0,0,0
"641",0,60,2,2,0,0,0
"642",3,90,1,2,2,5,0
"643",4,30,1,2,2,2,0
"644",0,20,2,2,0,0,0
"645",0,0,2,2,0,0,5
"646",0,40,2,2,0,0,0
"647",0,20,2,2,0,0,0
"648",0,35,2,2,0,0,0
"649",0,0,2,2,0,0,1
"650",0,20,2,2,0,0,0
"651",0,30,2,2,0,0,0
"652",0,20,2,2,0,0,0
"653",0,30,2,2,0,0,0
"654",0,0,2,2,0,0,1
"655",1,30,1,2,2,4,0
"656",1,20,1,2,1,4,0
"657",2,30,1,2,2,4,0
"658",0,0,2,2,0,0,1
"659",1,60,1,2,2,4,0
"660",0,30,2,2,0,0,0
"661",0,0,2,2,0,0,1
"662",0,30,2,2,0,0,0
"663",0,0,0,0,0,0,0
"664",0,0,2,2,0,0,1
"665",0,0,2,2,0,0,1
"666",2,60,1,2,2,4,0
"667",0,40,2,2,0,0,0
"668",0,40,2,2,0,0,0
"669",0,0,0,0,0,0,0
"670",1,40,1,2,2,5,0
"671",0,0,0,0,0,0,0
"672",0,0,0,0,0,0,0
"673",0,25,2,2,0,0,0
"674",2,120,1,2,2,5,0
"675",0,40,2,2,0,0,0
"676",0,0,0,0,0,0,0
"677",0,0,2,2,0,0,1
"678",0,25,2,2,0,0,0
"679",0,0,2,2,0,0,5
"680",0,0,2,2,0,0,1
"681",0,0,0,0,0,0,0
"682",0,20,2,2,0,0,0
"683",0,0,0,0,0,0,0
"684",0,30,2,2,0,0,0
"685",0,0,2,2,0,0,1
"686",0,40,2,2,0,0,0
"687",0,0,2,2,0,0,5
"688",1,15,1,2,2,4,0
"689",0,30,2,2,0,0,0
"690",0,0,2,2,0,0,2
"691",0,40,2,2,0,0,0
"692",6,60,1,2,2,3,0
"693",0,0,2,2,0,0,5
"694",0,0,2,2,0,0,1
"695",12,40,1,2,1,3,0
"696",0,0,2,2,0,0,5
"697",0,0,2,2,0,0,2
"698",1,30,1,2,2,3,0
"699",2,30,1,2,2,2,0
"700",0,20,2,2,0,0,0
"701",0,0,2,2,0,0,3
"702",0,0,2,2,0,0,2
"703",4,30,1,2,1,2,0
"704",0,0,2,2,0,0,2
"705",0,20,2,2,0,0,0
"706",3,30,1,2,1,3,0
"707",2,60,1,2,2,3,0
"708",1,45,1,2,2,4,0
"709",0,40,2,2,0,0,0
"710",1,25,1,2,1,3,0
"711",3,40,1,2,1,4,0
"712",4,50,1,2,1,3,0
"713",3,60,1,2,2,1,0
"714",3,60,1,2,2,2,0
"715",0,20,2,2,0,0,0
"716",0,0,2,2,0,0,2
"717",2,30,1,2,1,3,0
"718",0,0,2,2,0,0,1
"719",2,40,1,2,1,3,0
"720",0,20,2,2,0,0,0
"721",4,40,1,2,2,2,0
"722",0,0,2,2,0,0,2
"723",1,30,1,2,2,3,0
"724",1,30,1,2,2,4,0
"725",0,30,2,2,0,0,0
"726",0,20,2,2,0,0,0
"727",0,0,2,2,0,0,2
"728",0,0,2,2,0,0,5
"729",1,20,1,2,2,4,0
"730",0,20,2,2,0,0,0
"731",0,0,2,2,0,0,3
"732",0,10,2,2,0,0,0
"733",0,20,2,2,0,0,0
"734",0,5,2,2,0,0,0
"735",0,25,2,2,0,0,0
"736",0,0,2,2,0,0,1
"737",2,30,1,2,2,4,0
"738",0,30,2,2,0,0,0
"739",0,0,2,2,0,0,2
"740",0,0,2,2,0,0,3
"741",1,40,1,2,2,1,0
"742",0,0,2,2,0,0,1
"743",0,20,2,2,0,0,0
"744",0,0,2,2,0,0,3
"745",0,0,2,2,0,0,3
"746",0,10,2,2,0,0,0
"747",2,30,1,2,2,4,0
"748",0,0,2,2,0,0,3
"749",0,15,2,2,0,0,0
"750",1,30,1,2,2,5,0
"751",0,0,2,2,0,0,1
"752",0,0,2,2,0,0,1
"753",0,0,2,2,0,0,3
"754",2,30,1,2,2,2,0
"755",0,0,2,2,0,0,5
"756",4,60,1,2,2,2,0
"757",0,90,2,2,0,0,0
"758",2,30,1,2,2,3,0
"759",0,0,0,0,0,0,0
"760",3,30,1,2,2,4,0
"761",0,15,2,2,0,0,0
"762",0,0,2,2,0,0,5
"763",0,0,2,2,0,0,3
"764",0,60,2,2,0,0,0
"765",0,30,2,2,0,0,0
"766",0,0,2,2,0,0,1
"767",4,45,1,2,2,2,0
"768",0,0,2,2,0,0,5
"769",0,40,2,2,0,0,0
"770",0,0,0,0,0,0,0
"771",0,0,2,2,0,0,3
"772",0,0,2,2,0,0,3
"773",0,0,2,2,0,0,1
"774",0,0,2,2,0,0,3
"775",3,45,1,2,2,2,0
"776",0,30,2,2,0,0,0
"777",0,20,2,2,0,0,0
"778",0,30,2,2,0,0,0
"779",2,15,1,2,2,6,0
"780",0,0,2,2,0,0,5
"781",12,40,1,2,2,2,0
"782",3,60,1,2,2,2,0
"783",1,20,1,2,2,2,0
"784",2,40,1,2,2,2,0
"785",1,60,1,2,2,2,0
"786",1,30,1,2,2,3,0
"787",3,60,1,2,2,2,0
"788",0,0,2,2,0,0,1
"789",6,45,1,2,2,2,0
"790",0,0,2,2,0,0,5
"791",0,0,2,2,0,0,2
"792",0,30,2,2,0,0,0
"793",1,30,1,2,2,4,0
"794",2,30,1,2,2,3,0
"795",0,30,2,2,0,0,0
"796",1,40,1,2,2,4,0
"797",1,30,1,2,2,4,0
"798",0,0,2,2,0,0,6
"799",0,0,2,2,0,0,3
"800",0,0,2,2,0,0,3
"801",0,30,2,2,0,0,0
"802",0,0,2,2,0,0,3
"803",0,15,2,2,0,0,0
"804",1,20,1,2,2,3,0
"805",2,30,1,2,2,2,0
"806",0,0,2,2,0,0,3
"807",0,0,2,2,0,0,2
"808",2,30,1,2,2,3,0
"809",5,120,1,2,2,1,0
"810",5,50,1,2,2,4,0
"811",2,30,1,2,2,3,0
"812",0,0,2,2,0,0,3
"813",0,0,2,2,0,0,1
"814",0,45,2,1,0,0,0
"815",0,3,2,2,0,0,0
"816",0,35,2,2,0,0,0
"817",0,0,2,2,0,0,3
"818",0,0,2,2,0,0,5
"819",0,0,2,2,0,0,5
