"","p4","p26","p3_1","p3_4","p8_1","p5","p32"
"813",2,15,1,2,2,3,0
"814",1,30,1,2,1,3,0
"815",0,0,2,2,0,0,1
"816",5,30,1,2,2,3,0
"817",0,0,2,2,0,0,1
"818",3,15,1,2,2,4,0
"819",5,120,1,2,1,3,0
"820",12,60,1,1,1,1,0
"821",0,0,2,2,0,0,1
"822",0,0,2,2,0,0,1
"823",0,0,2,2,0,0,5
"824",0,0,2,2,0,0,3
"825",0,0,2,2,0,0,1
"826",2,40,1,2,2,3,0
"827",4,60,1,2,1,1,0
"828",45,180,1,2,1,4,0
"829",0,10,2,2,0,0,0
"830",7,60,1,2,2,4,0
"831",0,0,2,2,0,0,2
"832",0,30,2,2,0,0,0
"833",4,30,1,2,2,3,0
"834",0,0,2,2,0,0,3
"835",0,5,2,2,0,0,0
"836",0,0,2,2,0,0,2
"837",4,120,1,2,1,3,0
"838",1,30,1,2,1,4,0
"839",0,0,2,2,0,0,3
"840",0,15,2,2,0,0,0
"841",0,0,2,2,0,0,3
"842",6,60,1,2,2,4,0
"843",0,30,2,2,0,0,0
"844",0,0,2,2,0,0,1
"845",0,0,2,2,0,0,5
"846",0,15,2,2,0,0,0
"847",0,10,2,2,0,0,0
"848",0,15,2,2,0,0,0
"849",0,0,2,2,0,0,5
"850",0,0,2,2,0,0,3
"851",0,5,2,2,0,0,0
"852",0,0,2,2,0,0,3
"853",0,0,2,2,0,0,1
"854",20,240,1,2,2,1,0
"855",10,30,1,1,1,4,0
"856",0,30,2,2,0,0,0
"857",0,0,2,2,0,0,1
"858",1,25,1,2,2,3,0
"859",0,20,2,1,0,0,0
"860",1,15,1,2,2,5,0
"861",4,45,1,1,2,4,0
"862",0,60,2,2,0,0,0
"863",10,240,1,2,1,2,0
"864",2,30,1,2,2,4,0
"865",1,20,1,2,2,4,0
"866",0,5,2,2,0,0,0
"867",0,0,2,2,0,0,5
"868",0,0,2,2,0,0,3
"869",5,60,1,2,2,3,0
"870",6,60,1,2,2,3,0
"871",1,15,1,2,2,3,0
"872",1,45,1,2,2,4,0
"873",0,0,2,2,0,0,1
"874",2,45,1,2,2,4,0
"875",2,60,1,2,1,4,0
"876",0,0,2,2,0,0,3
"877",0,15,2,2,0,0,0
"878",0,20,2,2,0,0,0
"879",0,0,2,2,0,0,3
"880",2,30,1,2,2,6,0
"881",0,60,2,2,0,0,0
"882",0,60,2,2,0,0,0
"883",2,30,1,2,1,2,0
"884",0,0,2,2,0,0,3
"885",0,0,2,2,0,0,1
"886",0,0,2,2,0,0,1
"887",3,120,1,2,2,5,0
"888",0,0,2,2,0,0,3
"889",0,5,2,2,0,0,0
"890",0,0,2,2,0,0,3
"891",0,30,2,2,0,0,0
"892",0,0,2,2,0,0,1
"893",0,20,2,2,0,0,0
"894",0,0,2,2,0,0,1
"895",0,15,2,2,0,0,0
"896",2,20,1,2,2,3,0
"897",5,60,1,2,2,3,0
"898",2,30,1,1,2,4,0
"899",16,60,1,1,2,4,0
"900",2,20,1,2,2,4,0
"901",1,30,1,2,2,4,0
"902",1,10,1,2,2,4,0
"903",0,30,2,2,0,0,0
"904",1,5,1,2,1,4,0
"905",1,15,1,2,2,6,0
"906",3,20,1,2,2,4,0
"907",0,0,2,2,0,0,3
"908",0,20,2,2,0,0,0
"909",1,48,1,2,2,4,0
"910",12,40,1,2,1,4,0
"911",0,0,2,2,0,0,6
"912",0,30,2,2,0,0,0
"913",0,0,2,2,0,0,3
"914",4,20,1,1,2,4,0
"915",2,60,1,1,2,2,0
"916",3,20,1,2,2,4,0
"917",1,20,1,2,2,3,0
"918",2,15,1,2,2,5,0
"919",0,0,2,2,0,0,2
"920",3,60,1,2,1,3,0
"921",0,0,2,2,0,0,2
"922",3,30,1,2,2,4,0
"923",0,10,2,2,0,0,0
"924",1,20,1,2,2,5,0
"925",10,120,1,2,1,4,0
"926",0,0,2,2,0,0,3
"927",1,60,1,2,2,2,0
"928",0,30,2,2,0,0,0
"929",0,10,2,2,0,0,0
"930",2,60,1,2,2,4,0
"931",0,0,2,2,0,0,1
"932",12,120,1,2,2,3,0
"933",1,20,1,2,2,5,0
"934",0,0,2,2,0,0,1
"935",0,0,2,2,0,0,1
"936",0,30,2,2,0,0,0
"937",1,10,1,2,2,5,0
"938",2,15,1,2,2,3,0
"939",0,45,2,2,0,0,0
"940",0,30,2,2,0,0,0
"941",0,0,2,2,0,0,5
"942",0,0,2,2,0,0,3
"943",1,15,1,2,2,5,0
"944",3,90,1,1,1,2,0
"945",0,0,2,2,0,0,3
"946",4,30,1,2,1,2,0
"947",3,40,1,2,2,3,0
"948",2,45,1,2,2,4,0
"949",0,30,2,2,0,0,0
"950",0,0,2,2,0,0,3
"951",1,30,1,2,2,5,0
"952",1,240,1,2,2,4,0
"953",2,45,1,2,2,4,0
"954",0,0,2,2,0,0,3
"955",3,90,1,2,2,3,0
"956",5,60,1,2,1,1,0
"957",0,240,2,2,0,0,0
"958",1,30,1,2,2,5,0
"959",0,0,2,2,0,0,1
"960",1,30,1,2,2,4,0
"961",0,0,2,2,0,0,3
"962",0,0,2,2,0,0,5
"963",0,15,2,2,0,0,0
"964",0,30,2,1,0,0,0
"965",0,0,0,0,0,0,0
"966",0,0,2,2,0,0,1
"967",0,0,2,2,0,0,3
"968",0,0,2,2,0,0,3
"969",2,60,1,2,2,4,0
"970",2,20,1,2,2,3,0
"971",2,30,1,2,2,4,0
"972",0,25,2,2,0,0,0
"973",0,30,2,2,0,0,0
"974",0,60,2,2,0,0,0
"975",0,0,2,2,0,0,1
"976",1,120,1,2,2,4,0
"977",0,50,2,2,0,0,0
"978",0,0,2,2,0,0,1
"979",0,15,2,2,0,0,0
"980",5,120,1,2,2,4,0
"981",1,60,1,2,2,4,0
"982",1,40,1,2,1,2,0
"983",4,30,1,2,2,3,0
"984",1,15,1,2,2,3,0
"985",5,60,1,2,1,3,0
"986",3,30,1,2,2,4,0
"987",0,20,2,2,0,0,0
"988",0,10,2,2,0,0,0
"989",0,20,2,2,0,0,0
"990",0,30,2,2,0,0,0
"991",4,45,1,2,2,4,0
"992",12,10,1,2,2,4,0
"993",0,0,2,2,0,0,1
"994",1,10,1,2,2,2,0
"995",0,20,2,2,0,0,0
"996",0,0,2,2,0,0,3
"997",0,20,2,2,0,0,0
"998",1,20,1,2,2,4,0
"999",7,30,1,2,2,3,0
"1000",3,30,1,2,1,4,0
"1001",2,20,1,2,2,2,0
"1002",0,0,2,2,0,0,3
"1003",0,30,2,2,0,0,0
"1004",2,60,1,2,1,4,0
"1005",0,0,2,2,0,0,2
"1006",1,15,1,2,2,5,0
"1007",0,0,0,0,0,0,0
"1008",0,0,2,2,0,0,3
"1009",0,10,2,2,0,0,0
"1010",0,0,2,2,0,0,2
"1011",1,60,1,2,2,4,0
"1012",3,30,1,2,2,6,0
"1013",0,0,2,2,0,0,2
"1014",1,15,1,2,2,4,0
"1015",2,60,1,2,2,4,0
"1016",2,45,1,2,1,3,0
"1017",1,120,1,2,2,4,0
"1018",0,0,2,2,0,0,3
"1019",0,15,2,2,0,0,0
"1020",1,40,1,2,2,4,0
"1021",1,20,1,2,2,4,0
"1022",1,30,1,2,2,4,0
"1023",2,60,1,2,2,4,0
"1024",0,0,2,2,0,0,3
"1025",3,20,1,2,2,3,0
"1026",1,30,1,2,2,5,0
"1027",0,10,2,2,0,0,0
"1028",2,60,1,2,2,1,0
"1029",0,0,2,2,0,0,4
"1030",5,60,1,2,2,4,0
"1031",1,120,1,1,2,2,0
"1032",10,60,1,2,1,1,0
"1033",1,120,1,2,2,4,0
"1034",0,60,2,2,0,0,0
"1035",2,30,1,2,2,4,0
"1036",3,60,1,2,2,3,0
"1037",2,60,1,2,2,4,0
"1038",4,60,1,2,1,4,0
"1039",2,30,1,2,2,3,0
"1040",5,20,1,2,1,4,0
"1041",0,0,2,2,0,0,2
"1042",0,20,2,2,0,0,0
"1043",1,60,1,2,2,5,0
"1044",0,0,2,2,0,0,1
"1045",0,10,2,2,0,0,0
"1046",1,30,1,2,2,4,0
"1047",2,15,1,2,2,4,0
"1048",3,60,1,2,2,4,0
"1049",3,20,1,2,2,4,0
"1050",1,30,1,2,2,3,0
"1051",0,30,2,2,0,0,0
"1052",0,30,2,2,0,0,0
"1053",2,40,1,2,1,5,0
"1054",0,0,0,0,0,0,0
"1055",1,15,1,2,1,4,0
"1056",0,30,2,1,0,0,0
"1057",5,60,1,2,1,3,0
"1058",0,0,2,2,0,0,2
"1059",0,0,2,2,0,0,5
"1060",0,60,2,2,0,0,0
"1061",0,0,2,2,0,0,6
"1062",0,0,2,2,0,0,5
"1063",2,60,1,2,2,3,0
"1064",3,60,1,2,2,4,0
"1065",0,30,2,2,0,0,0
"1066",1,20,1,2,2,3,0
"1067",1,10,1,2,2,4,0
"1068",8,60,1,2,1,4,0
"1069",0,0,2,2,0,0,2
"1070",0,0,2,2,0,0,2
"1071",0,0,0,0,0,0,0
"1072",0,0,2,2,0,0,1
"1073",3,60,1,2,1,2,0
"1074",0,0,0,0,0,0,0
"1075",0,0,2,2,0,0,3
"1076",1,120,1,2,2,5,0
"1077",0,120,2,2,0,0,0
"1078",0,30,2,2,0,0,0
"1079",0,60,2,2,0,0,0
"1080",30,60,1,2,2,2,0
"1081",4,30,1,2,1,4,0
"1082",3,30,1,2,2,4,0
"1083",3,60,1,2,2,1,0
"1084",0,0,0,0,0,0,0
"1085",0,0,2,2,0,0,3
"1086",3,60,1,2,2,4,0
"1087",0,0,0,0,0,0,0
"1088",2,30,1,2,2,4,0
"1089",1,30,1,2,2,4,0
"1090",0,0,2,2,0,0,3
"1091",0,0,2,2,0,0,2
"1092",1,20,1,2,2,4,0
"1093",1,30,1,2,1,2,0
"1094",1,20,1,2,1,1,0
"1095",0,0,2,2,0,0,3
"1096",1,30,1,1,2,2,0
"1097",0,30,2,2,0,0,0
"1098",0,0,2,2,0,0,3
"1099",5,90,1,2,2,4,0
"1100",0,0,2,2,0,0,3
"1101",1,30,1,2,2,6,0
"1102",0,0,2,2,0,0,1
"1103",1,30,1,2,2,4,0
"1104",0,0,2,2,0,0,5
"1105",0,0,2,2,0,0,4
"1106",0,0,2,2,0,0,1
"1107",0,0,2,2,0,0,3
"1108",5,40,1,2,2,3,0
"1109",2,60,1,2,1,3,0
"1110",4,60,1,2,2,3,0
"1111",4,30,1,2,1,3,0
"1112",3,30,1,2,2,4,0
"1113",0,0,2,2,0,0,1
"1114",0,0,2,2,0,0,3
"1115",0,0,2,2,0,0,3
"1116",3,90,1,2,2,3,0
"1117",0,0,2,2,0,0,2
"1118",0,0,2,2,0,0,5
"1119",2,45,1,2,2,2,0
"1120",2,20,1,2,2,3,0
"1121",2,20,1,2,2,3,0
"1122",0,0,0,0,0,0,0
"1123",0,0,2,2,0,0,3
"1124",1,40,1,2,1,3,0
"1125",1,120,1,2,1,4,0
"1126",0,0,2,2,0,0,3
"1127",1,10,1,2,2,4,0
"1128",3,30,1,2,2,3,0
"1129",0,0,2,2,0,0,1
"1130",0,30,2,2,0,0,0
"1131",0,20,2,2,0,0,0
"1132",2,40,1,2,2,4,0
"1133",1,15,1,2,2,5,0
"1134",0,0,2,2,0,0,1
"1135",0,0,2,2,0,0,3
"1136",0,60,2,2,0,0,0
"1137",0,20,2,2,0,0,0
"1138",0,0,2,2,0,0,5
"1139",0,30,2,2,0,0,0
"1140",2,120,1,2,2,3,0
"1141",0,0,2,2,0,0,3
"1142",24,180,1,2,1,4,0
"1143",0,25,2,2,0,0,0
"1144",30,120,1,2,1,1,0
"1145",3,90,1,2,2,3,0
"1146",0,180,2,2,0,0,0
"1147",2,360,1,2,2,4,0
"1148",0,30,2,2,0,0,0
"1149",1,5,1,2,1,2,0
"1150",3,30,1,2,2,1,0
"1151",1,20,1,2,2,4,0
"1152",0,20,2,2,0,0,0
"1153",0,0,2,2,0,0,2
"1154",0,0,2,2,0,0,3
"1155",0,0,2,2,0,0,3
"1156",0,0,2,2,0,0,3
"1157",0,0,2,2,0,0,3
"1158",0,0,2,2,0,0,2
"1159",3,60,1,2,2,1,0
"1160",0,60,2,2,0,0,0
"1161",2,60,1,2,2,1,0
"1162",2,20,1,1,2,4,0
"1163",0,0,2,2,0,0,2
"1164",3,30,1,1,1,4,0
"1165",0,60,2,2,0,0,0
"1166",0,180,2,2,0,0,0
"1167",0,30,2,2,0,0,0
"1168",11,40,1,2,1,4,0
"1169",3,30,1,2,2,4,0
"1170",0,60,2,2,0,0,0
"1171",8,60,1,2,1,3,0
"1172",0,0,2,2,0,0,3
"1173",6,60,1,2,2,3,0
"1174",2,30,1,2,1,4,0
"1175",0,0,2,2,0,0,2
"1176",6,180,1,2,1,1,0
"1177",4,30,1,2,2,1,0
"1178",0,0,2,2,0,0,3
"1179",0,10,2,2,0,0,0
"1180",1,10,1,2,2,5,0
"1181",0,40,2,2,0,0,0
"1182",0,5,2,2,0,0,0
"1183",4,20,1,2,1,3,0
"1184",0,30,2,2,0,0,0
"1185",0,0,0,0,0,0,0
"1186",4,60,1,2,1,4,0
"1187",3,60,1,2,2,4,0
"1188",0,0,2,2,0,0,3
"1189",0,30,2,2,0,0,0
"1190",3,60,1,2,2,4,0
"1191",4,10,1,2,2,4,0
"1192",1,30,1,2,2,4,0
"1193",1,120,1,1,2,4,0
"1194",2,30,1,2,2,4,0
"1195",0,0,2,2,0,0,1
"1196",0,0,2,2,0,0,5
"1197",0,30,2,1,0,0,0
"1198",0,20,2,2,0,0,0
"1199",2,60,1,2,2,3,0
"1200",0,30,2,2,0,0,0
"1201",0,25,2,2,0,0,0
"1202",5,60,1,2,2,3,0
"1203",1,30,1,2,2,4,0
"1204",1,30,1,2,1,4,0
"1205",0,0,2,2,0,0,3
"1206",0,0,2,2,0,0,3
"1207",0,0,2,2,0,0,3
"1208",1,20,1,2,2,5,0
"1209",0,0,2,2,0,0,5
"1210",2,30,1,2,2,4,0
"1211",2,40,1,2,2,4,0
"1212",0,0,2,2,0,0,3
"1213",1,30,1,2,2,4,0
"1214",0,0,2,2,0,0,5
"1215",1,30,1,2,2,5,0
"1216",0,0,2,2,0,0,1
"1217",2,30,1,2,1,4,0
"1218",1,30,1,2,2,4,0
"1219",0,0,2,2,0,0,3
"1220",0,0,2,2,0,0,4
"1221",5,90,1,2,2,3,0
"1222",0,0,2,2,0,0,1
"1223",0,0,2,2,0,0,3
"1224",0,0,0,0,0,0,0
"1225",50,60,1,1,2,2,0
"1226",0,0,2,2,0,0,3
"1227",0,0,2,2,0,0,1
"1228",0,0,2,2,0,0,1
"1229",0,60,2,2,0,0,0
"1230",5,60,1,2,2,4,0
"1231",1,60,1,2,2,3,0
"1232",0,0,2,2,0,0,5
"1233",2,30,1,2,2,2,0
"1234",0,0,2,2,0,0,5
"1235",1,20,1,2,2,5,0
"1236",0,0,2,2,0,0,1
"1237",0,0,2,2,0,0,1
"1238",1,60,1,2,2,5,0
"1239",0,0,2,2,0,0,5
"1240",2,45,1,2,2,3,0
"1241",3,30,1,2,2,4,0
"1242",0,0,2,2,0,0,1
"1243",0,0,2,2,0,0,5
"1244",8,90,1,2,2,4,0
"1245",3,60,1,2,2,4,0
"1246",1,45,1,2,2,3,0
"1247",0,30,2,2,0,0,0
"1248",1,40,1,2,2,4,0
"1249",1,30,1,2,2,4,0
"1250",0,0,2,2,0,0,1
"1251",1,60,1,2,2,4,0
"1252",0,30,2,2,0,0,0
"1253",0,60,2,2,0,0,0
"1254",0,20,2,2,0,0,0
"1255",0,0,2,2,0,0,1
"1256",0,0,2,2,0,0,1
"1257",0,40,2,2,0,0,0
"1258",2,15,1,2,2,3,0
"1259",0,60,2,2,0,0,0
"1260",0,0,2,2,0,0,2
"1261",0,15,2,2,0,0,0
"1262",0,30,2,2,0,0,0
"1263",0,0,2,2,0,0,1
"1264",1,15,1,2,2,4,0
"1265",1,15,1,2,2,5,0
"1266",0,0,2,2,0,0,1
"1267",0,15,2,2,0,0,0
"1268",0,20,2,2,0,0,0
"1269",8,30,1,2,1,3,0
"1270",0,0,2,2,0,0,3
"1271",3,20,1,2,2,3,0
"1272",0,30,2,2,0,0,0
"1273",3,30,1,2,2,3,0
"1274",1,40,1,2,2,4,0
"1275",1,30,1,2,2,4,0
"1276",1,60,1,2,2,1,0
"1277",0,60,2,2,0,0,0
"1278",1,10,1,2,1,2,0
"1279",6,20,1,2,2,3,0
"1280",20,120,1,2,2,4,0
"1281",0,0,2,2,0,0,1
"1282",0,40,2,2,0,0,0
"1283",0,20,2,2,0,0,0
"1284",3,20,1,2,1,1,0
"1285",1,30,1,1,2,3,0
"1286",2,35,1,2,2,4,0
"1287",0,60,2,2,0,0,0
"1288",4,40,1,2,2,3,0
"1289",4,120,1,2,2,1,0
"1290",0,0,2,2,0,0,3
"1291",0,20,2,2,0,0,0
"1292",0,120,2,2,0,0,0
"1293",12,120,1,1,2,5,0
"1294",0,30,2,2,0,0,0
"1295",0,0,2,2,0,0,1
"1296",12,60,1,1,2,1,0
"1297",0,0,2,2,0,0,2
"1298",1,60,1,2,2,4,0
"1299",0,0,2,2,0,0,3
"1300",1,60,1,1,2,3,0
"1301",0,180,2,2,0,0,0
"1302",1,20,1,1,2,5,0
"1303",0,0,2,2,0,0,1
"1304",3,60,1,2,2,4,0
"1305",0,60,2,2,0,0,0
"1306",0,0,2,2,0,0,2
"1307",0,0,2,2,0,0,5
"1308",0,0,2,2,0,0,2
"1309",0,0,2,2,0,0,2
"1310",3,60,1,2,2,2,0
"1311",0,0,2,2,0,0,3
"1312",0,15,2,2,0,0,0
"1313",0,0,2,2,0,0,3
"1314",0,30,2,2,0,0,0
"1315",3,60,1,2,1,3,0
"1316",0,0,2,2,0,0,3
"1317",2,30,1,2,1,1,0
"1318",2,30,1,2,2,3,0
"1319",0,180,2,2,0,0,0
"1320",0,20,2,2,0,0,0
"1321",3,20,1,2,2,3,0
"1322",1,20,1,2,2,4,0
"1323",5,60,1,2,2,4,0
"1324",1,60,1,2,2,3,0
"1325",1,30,1,1,2,3,0
"1326",1,30,1,2,2,2,0
"1327",1,60,1,1,1,1,0
"1328",0,20,2,2,0,0,0
"1329",1,15,1,2,2,4,0
"1330",0,0,2,2,0,0,5
"1331",0,0,2,2,0,0,3
"1332",2,30,1,2,2,4,0
"1333",0,0,0,0,0,0,0
"1334",0,0,2,2,0,0,3
"1335",0,0,2,2,0,0,1
"1336",0,0,2,2,0,0,5
"1337",2,40,1,2,2,3,0
"1338",0,0,2,2,0,0,1
"1339",0,0,2,2,0,0,1
"1340",0,0,2,2,0,0,3
"1341",1,20,1,2,2,4,0
"1342",4,30,1,2,2,3,0
"1343",3,60,1,2,2,4,0
"1344",0,0,2,2,0,0,2
"1345",0,30,2,2,0,0,0
"1346",0,0,2,2,0,0,1
"1347",0,0,2,2,0,0,2
"1348",0,0,2,2,0,0,5
"1349",1,3,1,2,2,5,0
"1350",0,20,2,1,0,0,0
"1351",0,5,2,2,0,0,0
"1352",2,90,1,1,2,1,0
"1353",0,60,2,2,0,0,0
"1354",0,0,2,2,0,0,3
"1355",1,60,1,2,2,3,0
"1356",0,0,2,2,0,0,5
"1357",1,30,1,2,2,5,0
"1358",0,0,2,2,0,0,2
"1359",0,10,2,2,0,0,0
"1360",3,20,1,2,1,2,0
"1361",2,30,1,2,1,4,0
"1362",2,60,1,2,2,2,0
"1363",1,20,1,2,1,2,0
"1364",0,20,2,2,0,0,0
"1365",6,120,1,2,1,1,0
"1366",0,10,2,2,0,0,0
"1367",0,20,2,2,0,0,0
"1368",0,30,2,2,0,0,0
"1369",1,60,1,2,2,4,0
"1370",0,20,2,2,0,0,0
"1371",0,30,2,2,0,0,0
"1372",0,40,2,2,0,0,0
"1373",0,20,2,2,0,0,0
"1374",0,0,2,2,0,0,3
"1375",0,40,2,2,0,0,0
"1376",0,0,2,2,0,0,3
"1377",0,0,2,2,0,0,3
"1378",1,30,1,2,2,5,0
"1379",0,0,2,2,0,0,3
"1380",0,0,2,2,0,0,3
"1381",0,0,2,2,0,0,1
"1382",2,30,1,2,2,4,0
"1383",0,0,2,2,0,0,3
"1384",0,0,2,2,0,0,3
"1385",0,0,2,2,0,0,3
"1386",1,60,1,2,2,5,0
"1387",2,60,1,2,2,4,0
"1388",0,0,2,2,0,0,1
"1389",0,15,2,2,0,0,0
"1390",3,20,1,2,2,4,0
"1391",5,180,1,2,1,5,0
"1392",0,120,2,2,0,0,0
"1393",4,60,1,2,2,2,0
"1394",0,15,2,2,0,0,0
"1395",0,60,2,2,0,0,0
"1396",2,30,1,2,1,4,0
"1397",2,40,1,2,2,3,0
"1398",0,30,2,2,0,0,0
"1399",0,30,2,2,0,0,0
"1400",0,60,2,2,0,0,0
"1401",0,0,2,2,0,0,5
"1402",1,10,1,2,1,5,0
"1403",0,0,2,2,0,0,1
"1404",0,0,2,2,0,0,1
"1405",1,20,1,2,2,5,0
"1406",0,20,2,2,0,0,0
"1407",1,120,1,2,2,5,0
"1408",1,40,1,2,2,3,0
"1409",4,60,1,2,2,2,0
"1410",40,40,1,2,2,4,0
"1411",0,15,2,2,0,0,0
"1412",1,10,1,2,2,5,0
"1413",0,180,2,2,0,0,0
"1414",0,0,2,2,0,0,2
"1415",0,0,2,2,0,0,3
"1416",0,15,2,2,0,0,0
"1417",0,0,2,2,0,0,3
"1418",0,0,2,2,0,0,5
"1419",0,30,2,2,0,0,0
"1420",0,0,2,2,0,0,1
"1421",3,30,1,2,1,3,0
"1422",2,45,1,2,2,3,0
"1423",0,30,2,2,0,0,0
"1424",0,60,2,2,0,0,0
"1425",1,45,1,2,2,3,0
"1426",0,60,2,2,0,0,0
"1427",3,90,1,1,1,4,0
"1428",2,120,1,2,2,4,0
"1429",0,30,2,1,0,0,0
"1430",4,60,1,1,1,4,0
"1431",1,20,1,2,2,4,0
"1432",4,60,1,2,1,4,0
"1433",2,60,1,2,2,3,0
"1434",0,0,2,2,0,0,2
"1435",2,60,1,2,1,4,0
"1436",0,0,2,2,0,0,3
"1437",1,30,1,1,2,5,0
"1438",1,30,1,2,2,4,0
"1439",0,0,2,2,0,0,3
"1440",0,0,2,2,0,0,2
"1441",0,30,2,2,0,0,0
"1442",0,0,2,2,0,0,2
"1443",0,0,2,2,0,0,3
"1444",1,40,1,2,2,5,0
"1445",0,60,2,2,0,0,0
"1446",0,0,2,2,0,0,2
"1447",0,0,2,2,0,0,2
"1448",0,0,2,2,0,0,1
"1449",0,0,2,2,0,0,2
"1450",2,60,1,2,2,2,0
"1451",1,45,1,2,2,4,0
"1452",4,45,1,2,2,4,0
"1453",1,15,1,2,2,5,0
"1454",1,60,1,2,2,4,0
"1455",0,30,2,2,0,0,0
"1456",0,0,2,2,0,0,3
"1457",0,0,2,2,0,0,2
"1458",0,0,2,2,0,0,3
"1459",0,30,2,1,0,0,0
"1460",0,60,2,1,0,0,0
"1461",0,30,2,2,0,0,0
"1462",0,30,2,2,0,0,0
"1463",0,15,2,2,0,0,0
"1464",0,10,2,2,0,0,0
"1465",0,15,2,2,0,0,0
"1466",2,60,1,2,1,3,0
"1467",0,30,2,1,0,0,0
"1468",0,0,2,2,0,0,3
"1469",3,15,1,2,2,1,0
"1470",0,20,2,2,0,0,0
"1471",20,60,1,2,1,2,0
"1472",2,30,1,1,2,4,0
"1473",2,30,1,1,1,3,0
"1474",4,60,1,2,2,4,0
"1475",0,60,2,2,0,0,0
"1476",0,15,2,2,0,0,0
"1477",0,0,2,2,0,0,5
"1478",0,0,2,2,0,0,3
"1479",0,0,2,2,0,0,1
"1480",4,30,1,2,2,4,0
"1481",1,90,1,2,2,4,0
"1482",2,30,1,2,1,1,0
"1483",4,20,1,2,2,6,0
"1484",0,30,2,1,0,0,0
"1485",0,20,2,2,0,0,0
"1486",0,30,2,2,0,0,0
"1487",5,45,1,2,2,4,0
"1488",0,30,2,2,0,0,0
"1489",0,0,2,2,0,0,3
"1490",3,60,1,2,1,1,0
"1491",4,30,1,2,2,4,0
"1492",0,15,2,2,0,0,0
"1493",3,45,1,2,1,2,0
"1494",0,5,2,2,0,0,0
"1495",15,45,1,2,1,4,0
"1496",5,60,1,2,1,6,0
"1497",0,20,2,2,0,0,0
"1498",3,20,1,2,2,6,0
"1499",0,0,2,2,0,0,3
"1500",0,0,2,2,0,0,2
"1501",0,20,2,2,0,0,0
"1502",2,20,1,2,2,6,0
"1503",0,0,2,2,0,0,3
"1504",0,0,2,2,0,0,3
"1505",0,0,2,2,0,0,3
"1506",1,15,1,1,2,4,0
"1507",1,15,1,2,2,5,0
"1508",0,30,2,1,0,0,0
"1509",5,40,1,2,2,6,0
"1510",0,0,2,2,0,0,3
"1511",0,0,2,2,0,0,5
"1512",10,60,1,1,1,3,0
"1513",0,60,2,2,0,0,0
"1514",4,60,1,1,1,4,0
"1515",2,20,1,2,2,1,0
"1516",1,120,1,2,2,5,0
"1517",3,30,1,2,2,5,0
"1518",1,60,1,2,2,5,0
"1519",2,30,1,2,2,4,0
"1520",1,45,1,2,2,5,0
"1521",0,30,2,2,0,0,0
"1522",0,0,2,2,0,0,3
"1523",1,30,1,2,2,4,0
"1524",0,0,2,2,0,0,3
"1525",0,0,2,2,0,0,1
"1526",0,0,2,2,0,0,3
"1527",0,0,2,2,0,0,1
"1528",0,20,2,2,0,0,0
"1529",1,15,1,2,2,4,0
"1530",3,90,1,2,1,3,0
"1531",0,0,2,2,0,0,1
"1532",0,0,0,0,0,0,0
"1533",0,0,2,2,0,0,3
"1534",4,30,1,2,2,4,0
"1535",1,30,1,2,1,4,0
"1536",0,0,2,2,0,0,1
"1537",2,40,1,2,1,3,0
"1538",0,30,2,2,0,0,0
"1539",0,0,2,2,0,0,3
"1540",1,45,1,2,2,5,0
"1541",0,25,2,2,0,0,0
"1542",6,50,1,2,2,2,0
"1543",0,0,0,0,0,0,0
"1544",2,30,1,2,2,4,0
"1545",0,0,2,2,0,0,3
"1546",0,0,2,2,0,0,1
"1547",0,0,2,2,0,0,3
"1548",0,0,0,0,0,0,0
"1549",0,0,2,2,0,0,2
"1550",1,30,1,2,2,4,0
"1551",0,0,2,2,0,0,3
"1552",0,0,2,2,0,0,4
"1553",1,60,1,2,2,3,0
"1554",0,30,2,2,0,0,0
"1555",0,20,2,2,0,0,0
"1556",0,0,2,2,0,0,1
"1557",2,40,1,2,2,3,0
"1558",1,60,1,2,2,4,0
"1559",0,0,2,2,0,0,3
"1560",2,40,1,2,2,4,0
"1561",0,0,2,2,0,0,1
"1562",2,40,1,2,2,2,0
"1563",1,40,1,2,2,4,0
"1564",8,45,1,2,1,4,0
"1565",40,240,1,2,2,4,0
"1566",4,30,1,2,2,4,0
"1567",3,30,1,2,2,1,0
"1568",0,0,2,2,0,0,1
"1569",4,50,1,2,2,5,0
"1570",0,0,2,2,0,0,1
"1571",0,0,2,2,0,0,1
"1572",2,30,1,2,2,1,0
"1573",1,15,1,2,2,5,0
"1574",0,15,2,2,0,0,0
"1575",0,15,2,2,0,0,0
"1576",0,0,2,2,0,0,3
"1577",1,40,1,2,2,5,0
"1578",0,0,2,2,0,0,3
"1579",0,0,2,2,0,0,3
"1580",0,0,2,2,0,0,3
"1581",4,15,1,2,2,2,0
"1582",0,0,2,2,0,0,3
"1583",7,30,1,2,1,1,0
"1584",2,40,1,2,1,1,0
"1585",14,60,1,2,1,3,0
"1586",2,30,1,2,1,4,0
"1587",5,30,1,2,1,1,0
"1588",1,20,1,2,2,5,0
"1589",1,30,1,2,2,5,0
"1590",1,20,1,2,2,5,0
"1591",0,0,0,0,0,0,0
"1592",1,30,1,2,2,5,0
"1593",0,0,2,2,0,0,5
"1594",1,30,1,2,2,1,0
"1595",1,20,1,2,1,4,0
"1596",5,60,1,2,1,1,0
"1597",7,25,1,1,2,4,0
"1598",0,35,2,2,0,0,0
