"","p4","p26","p3_1","p3_4","p8_1","p5","p32"
"122",0,0,2,2,0,0,2
"123",4,40,1,2,2,4,0
"124",0,0,2,2,0,0,5
"125",4,20,1,2,2,4,0
"126",3,35,1,2,1,2,0
"127",10,60,1,2,2,4,0
"128",2,30,1,2,2,1,0
"129",0,30,2,2,0,0,0
"130",0,0,2,2,0,0,1
"131",1,30,1,2,2,4,0
"132",1,30,1,2,2,5,0
"133",0,5,2,2,0,0,0
"134",1,30,1,2,2,5,0
"135",2,15,1,2,1,3,0
"136",60,300,1,1,1,4,0
"137",0,30,2,2,0,0,0
"138",2,60,1,2,2,5,0
"139",3,60,1,2,1,4,0
"140",6,60,1,1,2,1,0
"141",0,30,2,2,0,0,0
"142",0,60,2,2,0,0,0
"143",1,60,1,2,2,4,0
"144",0,5,2,2,0,0,0
"145",0,5,2,2,0,0,0
"146",0,180,2,2,0,0,0
"147",0,30,2,2,0,0,0
"148",2,30,1,2,2,1,0
"149",4,120,1,2,2,1,0
"150",0,10,2,2,0,0,0
"151",5,30,1,2,1,1,0
"152",3,10,1,2,2,4,0
"153",0,15,2,2,0,0,0
"154",3,30,1,2,2,3,0
"155",1,45,1,1,2,4,0
"156",0,60,2,2,0,0,0
"157",8,60,1,2,2,4,0
"158",2,60,1,2,1,1,0
"159",1,15,1,2,1,4,0
"160",0,30,2,2,0,0,0
"161",6,30,1,2,1,4,0
"162",0,0,2,2,0,0,1
"163",2,25,1,2,1,4,0
"164",0,0,2,2,0,0,1
"165",0,0,2,2,0,0,3
"166",2,30,1,2,2,4,0
"167",0,60,2,2,0,0,0
"168",0,0,2,2,0,0,3
"169",1,20,1,2,2,4,0
"170",2,30,1,2,2,5,0
"171",0,20,2,2,0,0,0
"172",0,120,2,2,0,0,0
"173",10,60,1,1,1,1,0
"174",2,10,1,2,2,5,0
"175",0,0,2,2,0,0,5
"176",1,10,1,2,2,5,0
"177",1,30,1,2,2,4,0
"178",0,10,2,2,0,0,0
"179",0,15,2,2,0,0,0
"180",0,60,2,2,0,0,0
"181",0,15,2,1,0,0,0
"182",0,30,2,1,0,0,0
"183",1,45,1,2,2,4,0
"184",1,30,1,2,2,2,0
"185",0,60,2,2,0,0,0
"186",3,40,1,2,1,1,0
"187",0,0,2,2,0,0,3
"188",1,30,1,2,2,5,0
"189",1,30,1,2,1,4,0
"190",0,10,2,2,0,0,0
"191",0,300,2,2,0,0,0
"192",1,5,1,2,2,3,0
"193",6,45,1,2,1,3,0
"194",0,0,2,2,0,0,3
"195",4,45,1,2,2,4,0
"196",0,15,2,2,0,0,0
"197",0,20,2,2,0,0,0
"198",0,0,2,2,0,0,1
"199",1,30,1,2,2,5,0
"200",2,20,1,2,2,5,0
"201",0,0,2,2,0,0,3
"202",1,60,1,2,2,4,0
"203",2,30,1,1,2,4,0
"204",1,30,1,2,2,5,0
"205",0,0,0,0,0,0,0
"206",0,30,2,2,0,0,0
"207",1,20,1,2,2,5,0
"208",2,20,1,2,1,1,0
"209",0,30,2,2,0,0,0
"210",0,0,2,2,0,0,5
"211",0,0,2,2,0,0,5
"212",0,0,2,2,0,0,1
"213",0,0,0,0,0,0,0
"214",0,0,2,2,0,0,5
"215",0,0,2,2,0,0,2
"216",0,120,2,2,0,0,0
"217",1,60,1,2,2,4,0
"218",0,0,2,2,0,0,5
"219",0,0,0,0,0,0,0
"220",6,90,1,2,1,1,0
"221",8,120,1,2,1,1,0
"222",0,0,2,2,0,0,1
"223",0,0,2,2,0,0,1
"224",0,0,2,2,0,0,1
"225",0,0,2,2,0,0,1
"226",0,0,2,2,0,0,3
"227",0,0,2,2,0,0,3
"228",0,90,2,2,0,0,0
"229",0,0,2,2,0,0,2
"230",1,40,1,2,2,4,0
"231",0,0,2,2,0,0,1
"232",0,0,0,0,0,0,0
"233",0,60,2,2,0,0,0
"234",2,60,1,1,2,1,0
"235",3,90,1,2,2,1,0
"236",0,0,2,2,0,0,3
"237",0,0,2,2,0,0,5
"238",0,0,2,2,0,0,3
"239",0,30,2,2,0,0,0
"240",0,0,2,2,0,0,5
"241",0,0,2,2,0,0,2
"242",3,120,1,2,2,4,0
"243",3,60,1,2,2,4,0
"244",0,0,2,2,0,0,3
"245",2,40,1,2,2,2,0
"246",0,0,2,2,0,0,1
"247",0,0,2,2,0,0,3
"248",0,60,2,2,0,0,0
"249",0,0,0,0,0,0,0
"250",0,0,2,2,0,0,2
"251",0,40,2,2,0,0,0
"252",0,0,0,0,0,0,0
"253",0,0,2,2,0,0,2
"254",2,30,1,2,2,4,0
"255",0,15,2,2,0,0,0
"256",0,5,2,2,0,0,0
"257",3,30,1,2,2,4,0
"258",2,20,1,2,2,4,0
"259",7,120,1,2,1,3,0
"260",0,0,2,2,0,0,1
"261",2,30,1,2,1,1,0
"262",1,120,1,2,2,5,0
"263",8,30,1,2,2,1,0
"264",2,30,1,2,1,3,0
"265",1,20,1,2,2,4,0
"266",4,30,1,2,2,3,0
"267",0,0,2,2,0,0,1
"268",5,60,1,2,1,1,0
"269",0,30,2,1,0,0,0
"270",1,30,1,2,1,5,0
"271",0,0,2,2,0,0,5
"272",4,15,1,2,2,5,0
"273",0,0,2,2,0,0,3
"274",1,180,1,2,2,4,0
"275",2,20,1,2,1,1,0
"276",0,5,2,2,0,0,0
"277",3,30,1,2,1,1,0
"278",0,15,2,2,0,0,0
"279",0,0,2,2,0,0,5
"280",0,0,2,2,0,0,5
"281",3,30,1,2,2,3,0
"282",1,30,1,2,2,5,0
"283",22,60,1,2,1,3,0
"284",0,0,2,2,0,0,3
"285",1,10,1,2,2,5,0
"286",2,60,1,1,1,3,0
"287",3,20,1,2,2,4,0
"288",0,0,0,0,0,0,0
"289",4,60,1,2,2,1,0
"290",3,30,1,2,2,5,0
"291",0,0,2,2,0,0,1
"292",0,15,2,2,0,0,0
"293",2,30,1,2,2,2,0
"294",0,0,2,2,0,0,1
"295",1,30,1,2,2,3,0
"296",3,20,1,2,2,4,0
"297",2,20,1,2,2,1,0
"298",6,20,1,2,1,1,0
"299",0,0,2,2,0,0,3
"300",1,20,1,2,2,5,0
"301",0,0,2,2,0,0,5
"302",0,0,2,2,0,0,1
"303",0,0,2,2,0,0,1
"304",0,0,2,2,0,0,2
"305",0,0,2,2,0,0,1
"306",0,0,2,2,0,0,3
"307",0,0,2,2,0,0,1
"308",1,60,1,2,1,4,0
"309",0,0,2,2,0,0,1
"310",3,30,1,2,1,4,0
"311",3,20,1,1,2,4,0
"312",0,0,2,2,0,0,1
"313",0,0,2,2,0,0,5
"314",3,30,1,2,2,4,0
"315",0,0,2,2,0,0,1
"316",0,0,2,2,0,0,3
"317",0,0,2,2,0,0,3
"318",4,42,1,2,2,2,0
"319",6,60,1,1,2,4,0
"320",0,0,2,2,0,0,1
"321",0,20,2,1,0,0,0
"322",0,0,2,2,0,0,5
"323",0,0,2,2,0,0,1
"324",15,20,1,2,2,3,0
"325",3,60,1,2,1,2,0
"326",0,0,2,2,0,0,3
"327",0,0,2,2,0,0,1
"328",0,0,2,2,0,0,1
"329",2,30,1,1,2,4,0
"330",2,120,1,2,1,4,0
"331",4,30,1,2,2,4,0
"332",3,30,1,2,2,4,0
"333",2,40,1,2,2,4,0
"334",0,0,2,2,0,0,1
"335",0,20,2,1,0,0,0
"336",1,20,1,2,2,4,0
"337",0,20,2,2,0,0,0
"338",0,0,2,2,0,0,2
"339",1,60,1,2,2,4,0
"340",1,20,1,2,2,4,0
"341",0,0,2,2,0,0,3
"342",0,0,2,2,0,0,5
"343",0,0,2,2,0,0,3
"344",2,120,1,2,2,2,0
"345",0,0,2,2,0,0,3
"346",0,30,2,2,0,0,0
"347",0,35,2,2,0,0,0
"348",0,30,2,2,0,0,0
"349",0,0,2,2,0,0,3
"350",0,0,2,2,0,0,3
"351",2,60,1,2,2,2,0
"352",0,0,2,2,0,0,3
"353",0,0,2,2,0,0,3
"354",0,0,2,2,0,0,1
"355",0,0,2,2,0,0,2
"356",0,20,2,2,0,0,0
"357",0,0,2,2,0,0,3
"358",2,25,1,2,2,3,0
"359",0,20,2,2,0,0,0
"360",4,60,1,2,2,3,0
"361",0,0,2,2,0,0,3
"362",0,0,2,2,0,0,3
"363",0,30,2,2,0,0,0
"364",0,15,2,2,0,0,0
"365",0,30,2,2,0,0,0
"366",0,30,2,2,0,0,0
"367",0,0,2,2,0,0,6
"368",2,60,1,2,2,2,0
"369",0,20,2,2,0,0,0
"370",0,0,2,2,0,0,3
"371",0,0,2,2,0,0,3
"372",4,35,1,2,1,4,0
"373",0,120,2,2,0,0,0
"374",0,0,2,2,0,0,3
"375",0,0,2,2,0,0,5
"376",0,30,2,2,0,0,0
"377",0,0,2,2,0,0,3
"378",0,90,2,2,0,0,0
"379",1,120,1,2,1,1,0
"380",1,30,1,2,1,4,0
"381",0,0,2,2,0,0,3
"382",2,120,1,2,1,3,0
"383",1,15,1,2,2,4,0
"384",0,0,2,2,0,0,3
"385",1,35,1,2,2,5,0
"386",0,0,2,2,0,0,5
"387",0,0,2,2,0,0,5
"388",0,0,2,2,0,0,1
"389",0,0,2,2,0,0,3
"390",0,0,2,2,0,0,3
"391",1,20,1,2,1,4,0
"392",0,0,2,2,0,0,3
"393",2,60,1,2,1,2,0
"394",0,0,2,2,0,0,3
"395",0,20,2,2,0,0,0
"396",0,45,2,2,0,0,0
"397",0,0,2,2,0,0,5
"398",0,0,2,2,0,0,3
"399",5,25,1,1,2,4,0
"400",15,90,1,2,1,2,0
"401",0,0,2,2,0,0,2
"402",1,30,1,2,2,3,0
"403",1,60,1,2,2,1,0
"404",0,60,2,2,0,0,0
"405",0,40,2,2,0,0,0
"406",0,0,2,2,0,0,1
"407",0,60,2,2,0,0,0
"408",6,120,1,2,1,2,0
"409",0,30,2,2,0,0,0
"410",0,30,2,2,0,0,0
"411",0,0,2,2,0,0,3
"412",0,20,2,2,0,0,0
"413",3,90,1,2,2,3,0
"414",0,0,2,2,0,0,5
"415",0,40,2,2,0,0,0
"416",0,0,2,2,0,0,3
"417",0,20,2,2,0,0,0
"418",1,25,1,2,2,3,0
"419",0,0,2,2,0,0,3
"420",0,10,2,2,0,0,0
"421",0,0,2,2,0,0,5
"422",0,0,2,2,0,0,2
"423",0,30,2,2,0,0,0
"424",0,0,2,2,0,0,5
"425",1,30,1,2,2,4,0
"426",0,20,2,2,0,0,0
"427",0,0,2,2,0,0,3
"428",0,30,2,2,0,0,0
"429",0,0,2,2,0,0,3
"430",0,0,2,2,0,0,3
"431",0,0,2,2,0,0,3
"432",0,20,2,2,0,0,0
"433",2,25,1,2,2,3,0
"434",0,0,2,2,0,0,5
"435",1,30,1,2,2,5,0
"436",0,0,2,2,0,0,3
"437",0,0,2,2,0,0,3
"438",0,0,2,2,0,0,3
"439",0,0,2,2,0,0,3
"440",0,20,2,2,0,0,0
"441",1,30,1,2,2,3,0
"442",0,25,2,2,0,0,0
"443",0,30,2,2,0,0,0
"444",5,60,1,2,2,2,0
"445",0,0,2,2,0,0,3
"446",0,15,2,2,0,0,0
"447",0,25,2,2,0,0,0
"448",0,0,2,2,0,0,3
"449",0,0,2,2,0,0,3
"450",0,10,2,2,0,0,0
"451",1,20,1,2,2,4,0
"452",2,30,1,2,2,4,0
"453",0,30,2,2,0,0,0
"454",0,20,2,2,0,0,0
"455",0,0,2,2,0,0,5
"456",0,20,2,2,0,0,0
"457",0,15,2,2,0,0,0
"458",0,0,2,2,0,0,1
"459",0,0,2,2,0,0,3
"460",0,0,2,2,0,0,3
"461",3,20,1,2,1,4,0
"462",1,60,1,2,2,4,0
"463",5,30,1,2,2,4,0
"464",0,0,2,2,0,0,3
"465",0,0,2,2,0,0,3
"466",0,0,2,2,0,0,3
"467",0,40,2,2,0,0,0
"468",0,60,2,2,0,0,0
"469",2,90,1,2,2,3,0
"470",0,45,2,2,0,0,0
"471",0,0,2,2,0,0,1
"472",0,0,2,2,0,0,2
"473",0,0,2,2,0,0,2
"474",0,30,2,2,0,0,0
"475",0,10,2,2,0,0,0
"476",0,30,2,2,0,0,0
"477",14,120,1,2,2,2,0
"478",0,20,2,2,0,0,0
"479",0,0,2,2,0,0,5
"480",7,30,1,2,2,2,0
"481",0,0,2,2,0,0,1
"482",1,30,1,2,2,3,0
"483",2,35,1,2,2,3,0
"484",0,0,2,2,0,0,2
"485",0,20,2,2,0,0,0
"486",0,15,2,2,0,0,0
"487",0,30,2,2,0,0,0
"488",0,0,2,2,0,0,5
"489",0,15,2,2,0,0,0
"490",0,20,2,2,0,0,0
"491",0,25,2,2,0,0,0
"492",0,15,2,2,0,0,0
"493",0,0,2,2,0,0,3
"494",0,60,2,2,0,0,0
"495",3,30,1,2,2,4,0
"496",0,25,2,2,0,0,0
"497",0,45,2,2,0,0,0
"498",0,0,2,2,0,0,2
"499",0,0,2,2,0,0,3
"500",0,15,2,2,0,0,0
"501",0,0,2,2,0,0,2
"502",0,20,2,2,0,0,0
"503",0,25,2,2,0,0,0
"504",0,0,2,2,0,0,1
"505",0,0,2,2,0,0,3
"506",2,60,1,2,2,3,0
"507",0,60,2,2,0,0,0
"508",0,0,2,2,0,0,3
"509",0,25,2,2,0,0,0
"510",0,40,2,2,0,0,0
"511",0,40,2,2,0,0,0
"512",0,20,2,2,0,0,0
"513",0,60,2,2,0,0,0
"514",0,0,2,2,0,0,3
"515",0,0,2,2,0,0,3
"516",0,0,2,2,0,0,3
"517",0,0,2,2,0,0,3
"518",0,0,2,2,0,0,3
"519",0,0,2,2,0,0,3
"520",3,40,1,2,2,2,0
"521",0,0,2,2,0,0,3
"522",0,0,2,2,0,0,5
"523",1,30,1,2,2,3,0
"524",0,90,2,2,0,0,0
"525",0,25,2,2,0,0,0
"526",3,60,1,2,2,3,0
"527",2,60,1,2,2,3,0
"528",0,0,0,0,0,0,0
"529",0,0,2,2,0,0,3
"530",0,0,2,2,0,0,5
"531",0,30,2,2,0,0,0
"532",7,120,1,2,2,1,0
"533",0,0,2,2,0,0,3
"534",0,0,2,2,0,0,3
"535",0,30,2,2,0,0,0
"536",0,0,2,2,0,0,3
"537",0,0,2,2,0,0,3
"538",0,30,2,2,0,0,0
"539",0,0,2,2,0,0,3
"540",0,30,2,2,0,0,0
"541",0,40,2,2,0,0,0
"542",5,120,1,2,2,3,0
"543",0,0,2,2,0,0,3
"544",0,0,2,2,0,0,1
"545",0,0,2,2,0,0,5
"546",0,0,2,2,0,0,1
"547",0,0,2,2,0,0,1
"548",0,0,2,2,0,0,3
"549",0,30,2,2,0,0,0
"550",0,0,2,2,0,0,3
"551",0,25,2,2,0,0,0
"552",0,40,2,2,0,0,0
"553",0,0,2,2,0,0,3
"554",0,30,2,2,0,0,0
"555",0,0,2,2,0,0,2
"556",0,40,2,2,0,0,0
"557",0,30,2,2,0,0,0
"558",3,30,1,1,2,4,0
"559",0,60,2,1,0,0,0
"560",0,0,2,2,0,0,5
"561",0,20,2,2,0,0,0
"562",0,0,2,2,0,0,1
"563",2,30,1,2,2,4,0
"564",0,40,2,2,0,0,0
"565",2,30,1,2,2,4,0
"566",3,60,1,2,2,4,0
"567",1,30,1,2,2,2,0
"568",0,30,2,2,0,0,0
"569",0,60,2,2,0,0,0
"570",0,0,2,2,0,0,2
"571",0,0,2,2,0,0,2
"572",0,0,2,2,0,0,5
"573",3,60,1,2,1,2,0
"574",0,0,2,2,0,0,2
"575",0,0,2,2,0,0,2
"576",0,30,2,2,0,0,0
"577",1,35,1,2,2,4,0
"578",6,30,1,2,1,1,0
"579",0,0,2,2,0,0,2
"580",0,0,2,2,0,0,2
"581",3,60,1,2,2,2,0
"582",0,0,2,2,0,0,3
"583",0,40,2,2,0,0,0
"584",2,30,1,2,2,3,0
"585",0,35,2,2,0,0,0
"586",0,0,2,2,0,0,3
"587",4,60,1,2,2,2,0
"588",0,0,2,2,0,0,1
"589",0,0,2,2,0,0,2
"590",0,40,2,2,0,0,0
"591",4,40,1,2,1,2,0
"592",0,30,2,2,0,0,0
"593",0,60,2,1,0,0,0
"594",0,0,2,2,0,0,5
"595",2,30,1,2,2,4,0
"596",6,120,1,2,2,4,0
"597",2,30,1,2,2,4,0
"598",0,0,2,2,0,0,3
"599",0,0,2,2,0,0,5
"600",0,30,2,2,0,0,0
"601",0,0,2,2,0,0,3
"602",3,45,1,2,2,1,0
"603",0,0,2,2,0,0,1
"604",3,45,1,2,2,4,0
"605",0,0,2,2,0,0,1
"606",3,40,1,2,2,1,0
"607",3,30,1,2,2,1,0
"608",3,45,1,2,2,4,0
"609",0,0,2,2,0,0,5
"610",0,0,2,2,0,0,5
"611",3,60,1,2,2,3,0
"612",0,20,2,2,0,0,0
"613",0,0,2,2,0,0,3
"614",0,0,2,2,0,0,5
"615",0,20,2,2,0,0,0
"616",10,15,1,2,2,3,0
"617",0,0,2,2,0,0,1
"618",0,30,2,2,0,0,0
"619",0,0,0,0,0,0,0
"620",12,120,1,2,2,1,0
"621",0,30,2,1,0,0,0
"622",0,0,2,2,0,0,1
"623",0,15,2,2,0,0,0
"624",0,0,2,2,0,0,3
"625",0,10,2,2,0,0,0
"626",0,60,2,2,0,0,0
"627",20,40,1,2,2,4,0
"628",0,0,2,2,0,0,3
"629",0,30,2,2,0,0,0
"630",1,45,1,2,2,5,0
"631",3,90,1,2,2,4,0
"632",0,0,2,2,0,0,1
"633",0,30,2,2,0,0,0
"634",0,0,2,2,0,0,2
"635",0,0,2,2,0,0,3
"636",0,25,2,2,0,0,0
"637",0,0,2,2,0,0,2
"638",0,25,2,2,0,0,0
"639",2,60,1,2,2,4,0
"640",6,60,1,2,2,3,0
"641",1,30,1,2,2,4,0
"642",2,60,1,2,2,4,0
"643",2,20,1,2,2,4,0
"644",1,30,1,2,2,4,0
"645",0,20,2,2,0,0,0
"646",0,0,2,2,0,0,1
"647",0,15,2,2,0,0,0
"648",3,5,1,1,2,4,0
"649",6,120,1,2,1,4,0
"650",1,20,1,2,2,4,0
"651",2,30,1,2,1,2,0
"652",0,0,2,2,0,0,5
"653",0,30,2,2,0,0,0
"654",6,180,1,2,1,1,0
"655",0,30,2,2,0,0,0
"656",0,0,2,2,0,0,2
"657",0,0,2,2,0,0,1
"658",5,60,1,2,2,1,0
"659",0,0,2,2,0,0,5
"660",6,60,1,2,2,1,0
"661",0,25,2,2,0,0,0
"662",0,0,2,2,0,0,1
"663",0,20,2,2,0,0,0
"664",0,0,2,2,0,0,5
"665",0,0,2,2,0,0,1
"666",0,0,2,2,0,0,1
"667",3,60,1,2,2,1,0
"668",0,0,2,2,0,0,2
"669",0,15,2,2,0,0,0
"670",0,0,2,2,0,0,3
"671",0,0,2,2,0,0,5
"672",2,40,1,2,2,4,0
"673",0,20,2,2,0,0,0
"674",0,0,2,2,0,0,1
"675",0,0,2,2,0,0,1
"676",0,30,2,2,0,0,0
"677",2,35,1,2,2,4,0
"678",0,15,2,2,0,0,0
"679",1,30,1,2,2,4,0
"680",0,0,2,2,0,0,2
"681",0,0,2,2,0,0,1
"682",0,0,2,2,0,0,3
"683",1,60,1,2,2,4,0
"684",2,40,1,2,2,4,0
"685",5,60,1,2,2,1,0
"686",0,0,2,2,0,0,3
"687",0,0,2,2,0,0,1
"688",0,0,2,2,0,0,3
"689",2,30,1,2,2,3,0
"690",0,0,2,2,0,0,3
"691",0,60,2,2,0,0,0
"692",0,0,2,2,0,0,5
"693",0,0,2,2,0,0,1
"694",0,0,2,2,0,0,5
"695",0,30,2,2,0,0,0
"696",0,0,2,2,0,0,3
"697",0,10,2,2,0,0,0
"698",0,0,2,2,0,0,3
"699",0,0,2,2,0,0,3
"700",0,25,2,2,0,0,0
"701",0,25,2,2,0,0,0
"702",0,30,2,2,0,0,0
"703",0,0,2,2,0,0,2
"704",0,0,2,2,0,0,3
"705",0,0,0,0,0,0,0
"706",1,35,1,2,2,4,0
"707",1,30,1,2,2,4,0
"708",0,0,2,2,0,0,2
"709",0,25,2,2,0,0,0
"710",0,0,2,2,0,0,3
"711",2,40,1,2,2,4,0
"712",6,60,1,2,1,2,0
"713",10,40,1,2,1,2,0
"714",0,0,2,2,0,0,3
"715",0,0,2,2,0,0,2
"716",4,30,1,2,1,3,0
"717",1,30,1,2,2,1,0
"718",5,30,1,2,1,2,0
"719",4,60,1,2,1,3,0
"720",0,0,2,2,0,0,2
"721",2,30,1,2,2,3,0
"722",1,30,1,2,2,5,0
"723",3,60,1,2,2,4,0
"724",2,120,1,2,1,4,0
"725",1,40,1,2,2,1,0
"726",0,20,2,2,0,0,0
"727",2,20,1,2,2,3,0
"728",0,0,0,0,0,0,0
"729",0,0,0,0,0,0,0
"730",0,90,2,2,0,0,0
"731",0,10,2,2,0,0,0
"732",5,30,1,2,1,2,0
"733",4,90,1,2,2,5,0
"734",3,60,1,2,2,3,0
"735",1,30,1,2,2,4,0
"736",3,30,1,2,2,3,0
"737",2,30,1,2,2,3,0
"738",2,60,1,2,1,3,0
"739",0,0,2,2,0,0,2
"740",2,60,1,2,1,3,0
"741",2,60,1,2,2,4,0
"742",2,20,1,2,1,3,0
"743",0,0,2,2,0,0,3
"744",0,20,2,1,0,0,0
"745",0,0,2,2,0,0,2
"746",0,30,2,2,0,0,0
"747",0,0,2,2,0,0,2
"748",4,60,1,2,1,3,0
"749",2,40,1,2,2,3,0
"750",0,0,2,2,0,0,2
"751",1,30,1,2,2,4,0
"752",0,0,2,2,0,0,3
"753",0,0,2,2,0,0,3
"754",0,10,2,2,0,0,0
"755",0,0,0,0,0,0,0
"756",0,0,2,2,0,0,3
"757",0,0,2,2,0,0,3
"758",6,90,1,2,1,3,0
"759",0,15,2,2,0,0,0
"760",0,0,2,2,0,0,3
"761",1,60,1,2,2,5,0
"762",2,30,1,2,2,4,0
"763",3,30,1,2,2,3,0
"764",1,10,1,2,2,4,0
"765",0,0,2,2,0,0,5
"766",0,0,2,2,0,0,3
"767",0,10,2,2,0,0,0
"768",0,15,2,2,0,0,0
"769",0,0,2,2,0,0,3
"770",2,20,1,2,2,4,0
"771",0,0,2,2,0,0,1
"772",0,60,2,2,0,0,0
"773",0,5,2,2,0,0,0
"774",2,60,1,2,2,5,0
"775",1,30,1,2,2,4,0
"776",0,0,2,2,0,0,3
"777",0,0,2,2,0,0,5
"778",5,360,1,2,1,4,0
"779",0,0,2,2,0,0,1
"780",0,0,2,2,0,0,1
"781",2,30,1,2,2,4,0
"782",0,15,2,2,0,0,0
"783",0,15,2,2,0,0,0
"784",1,40,1,2,2,3,0
"785",0,20,2,2,0,0,0
"786",1,30,1,2,2,3,0
"787",0,0,2,2,0,0,3
"788",1,30,1,2,2,3,0
"789",8,30,1,2,2,4,0
"790",6,60,1,2,2,4,0
"791",0,0,2,2,0,0,1
"792",1,90,1,2,2,4,0
"793",0,180,2,2,0,0,0
"794",0,20,2,2,0,0,0
"795",0,30,2,2,0,0,0
"796",0,0,2,2,0,0,2
"797",0,30,2,2,0,0,0
"798",0,20,2,2,0,0,0
"799",0,0,2,2,0,0,3
"800",0,0,2,2,0,0,3
"801",0,20,2,2,0,0,0
"802",1,30,1,2,1,1,0
"803",2,15,1,2,2,3,0
"804",2,30,1,2,1,4,0
"805",0,15,2,2,0,0,0
"806",0,0,2,2,0,0,5
"807",0,0,0,0,0,0,0
"808",6,60,1,1,2,4,0
"809",0,0,2,2,0,0,3
"810",0,0,2,2,0,0,5
"811",1,45,1,2,2,4,0
"812",0,30,2,2,0,0,0
"813",30,120,1,2,1,4,0
"814",1,25,1,2,2,3,0
"815",0,0,2,2,0,0,4
"816",1,30,1,2,2,3,0
"817",0,0,2,2,0,0,5
"818",0,10,2,2,0,0,0
"819",1,30,1,2,2,4,0
