"","p4","p26","p3_1","p3_4","p8_1","p5","p32","edad"
"730",5,60,1,2,1,1,0,42
"731",2,30,1,2,2,4,0,65
"732",5,120,1,2,1,2,0,22
"733",2,45,1,2,2,4,0,66
"734",3,45,1,2,1,2,0,25
"735",4,60,1,2,2,3,0,67
"736",0,30,2,2,0,0,0,71
"737",1,45,1,2,2,4,0,68
"738",0,0,2,2,0,0,5,62
"739",4,90,1,2,1,3,0,67
"740",0,0,2,2,0,0,5,50
"741",2,25,1,2,1,3,0,31
"742",3,45,1,2,2,3,0,53
"743",6,90,1,2,1,1,0,31
"744",2,45,1,2,1,3,0,37
"745",0,20,2,2,0,0,0,22
"746",2,40,1,2,1,3,0,31
"747",12,90,1,2,2,4,0,75
"748",5,90,1,2,1,2,0,22
"749",0,20,2,2,0,0,0,60
"750",2,40,1,2,2,3,0,32
"751",3,45,1,2,2,2,0,19
"752",4,120,1,2,2,1,0,37
"753",2,200,1,2,2,4,0,28
"754",4,120,1,2,1,2,0,24
"755",0,0,2,2,0,0,2,32
"756",4,60,1,2,2,2,0,19
"757",1,30,1,2,2,3,0,73
"758",2,45,1,2,2,3,0,52
"759",0,20,2,2,0,0,0,57
"760",0,0,2,2,0,0,2,62
"761",2,90,1,2,2,3,0,49
"762",0,0,2,2,0,0,2,40
"763",0,0,2,2,0,0,2,61
"764",0,20,2,2,0,0,0,24
"765",0,0,2,2,0,0,5,72
"766",0,20,2,2,0,0,0,45
"767",2,30,1,2,2,4,0,34
"768",0,0,2,2,0,0,2,26
"769",0,20,2,2,0,0,0,46
"770",1,20,1,2,2,4,0,30
"771",3,90,1,2,2,4,0,71
"772",0,0,2,2,0,0,3,41
"773",0,15,2,2,0,0,0,33
"774",1,25,1,2,2,3,0,27
"775",0,0,2,2,0,0,4,54
"776",2,20,1,2,2,5,0,33
"777",0,10,2,2,0,0,0,63
"778",0,0,2,2,0,0,1,55
"779",0,0,2,2,0,0,5,93
"780",0,0,2,2,0,0,3,41
"781",0,30,2,2,0,0,0,25
"782",0,0,2,2,0,0,1,28
"783",0,0,2,2,0,0,3,55
"784",0,0,2,2,0,0,1,56
"785",0,30,2,2,0,0,0,34
"786",0,0,2,2,0,0,3,62
"787",0,0,0,0,0,0,0,63
"788",3,60,1,2,2,2,0,19
"789",2,60,1,2,2,1,0,46
"790",1,25,1,2,2,4,0,76
"791",0,30,2,2,0,0,0,59
"792",3,20,1,2,2,4,0,26
"793",0,0,2,2,0,0,3,28
"794",0,0,2,2,0,0,2,37
"795",0,60,2,2,0,0,0,41
"796",0,0,2,2,0,0,1,55
"797",0,15,2,2,0,0,0,57
"798",0,15,2,2,0,0,0,28
"799",0,0,2,2,0,0,3,30
"800",0,20,2,2,0,0,0,61
"801",0,30,2,2,0,0,0,53
"802",0,0,2,2,0,0,3,31
"803",1,30,1,2,2,3,0,47
"804",15,120,1,2,2,2,0,24
"805",0,30,2,2,0,0,0,29
"806",0,20,2,2,0,0,0,58
"807",0,0,2,2,0,0,3,18
"808",0,0,2,2,0,0,5,54
"809",1,30,1,2,2,3,0,30
"810",6,90,1,2,2,1,0,22
"811",0,15,2,2,0,0,0,39
"812",3,30,1,2,2,2,0,21
"813",0,0,2,2,0,0,1,30
"814",0,20,2,2,0,0,0,36
"815",1,25,1,2,2,4,0,57
"816",3,35,1,2,2,2,0,21
"817",4,60,1,2,2,1,0,23
"818",2,40,1,1,2,4,0,39
"819",0,0,2,2,0,0,2,37
"820",0,0,2,2,0,0,3,45
"821",3,30,1,2,2,5,0,54
"822",0,0,2,2,0,0,2,58
"823",0,0,2,2,0,0,3,50
"824",0,0,2,2,0,0,1,26
"825",2,30,1,2,2,3,0,55
"826",0,25,2,2,0,0,0,43
"827",50,240,1,2,2,1,0,54
"828",2,30,1,2,2,4,0,62
"829",0,0,2,2,0,0,1,76
"830",0,0,2,2,0,0,1,55
"831",1,30,1,2,1,2,0,19
"832",0,0,2,2,0,0,3,31
"833",0,20,2,2,0,0,0,27
"834",2,30,1,2,2,4,0,34
"835",3,40,1,2,2,1,0,51
"836",1,30,1,2,2,3,0,29
"837",0,20,2,2,0,0,0,46
"838",2,30,1,2,2,3,0,44
"839",3,50,1,2,2,4,0,46
"840",0,0,2,2,0,0,2,42
"841",0,0,2,2,0,0,1,59
"842",0,0,2,2,0,0,2,43
"843",0,45,2,2,0,0,0,49
"844",1,20,1,2,2,4,0,54
"845",0,0,2,2,0,0,3,28
"846",0,20,2,2,0,0,0,36
"847",2,30,1,2,2,3,0,63
"848",0,0,2,2,0,0,1,56
"849",1,60,1,2,2,3,0,33
"850",0,0,2,2,0,0,1,25
"851",4,20,1,2,2,4,0,32
"852",0,20,2,2,0,0,0,20
"853",0,15,2,2,0,0,0,43
"854",0,0,2,2,0,0,3,33
"855",0,0,2,2,0,0,2,60
"856",0,0,2,2,0,0,1,26
"857",0,0,2,2,0,0,1,63
"858",0,0,2,2,0,0,5,78
"859",0,60,2,2,0,0,0,58
"860",0,0,2,2,0,0,2,69
"861",0,30,2,2,0,0,0,45
"862",0,0,2,2,0,0,1,20
"863",0,0,2,2,0,0,5,22
"864",0,20,2,2,0,0,0,53
"865",0,0,2,2,0,0,2,32
"866",0,25,2,2,0,0,0,43
"867",0,20,2,2,0,0,0,54
"868",0,3,2,2,0,0,0,56
"869",0,15,2,2,0,0,0,41
"870",0,0,2,2,0,0,3,56
"871",0,30,2,2,0,0,0,27
"872",1,30,1,2,2,4,0,38
"873",0,0,2,2,0,0,5,72
"874",0,0,2,2,0,0,3,36
"875",0,0,2,2,0,0,3,36
"876",0,0,2,2,0,0,3,46
"877",0,0,2,2,0,0,5,72
"878",3,30,1,2,2,2,0,31
"879",3,30,1,2,2,3,0,33
"880",0,0,2,2,0,0,1,42
"881",4,60,1,2,2,4,0,44
"882",12,120,1,2,2,1,0,37
"883",0,20,2,2,0,0,0,38
"884",2,60,1,2,2,4,0,32
"885",0,0,2,2,0,0,3,65
"886",3,30,1,2,2,3,0,23
"887",1,15,1,2,2,3,0,47
"888",1,40,1,2,2,3,0,22
"889",0,15,2,2,0,0,0,25
"890",4,40,1,1,2,2,0,21
"891",0,30,2,2,0,0,0,24
"892",0,0,2,2,0,0,3,56
"893",4,60,1,2,2,4,0,29
"894",0,0,2,2,0,0,2,60
"895",1,60,1,2,2,4,0,59
"896",1,40,1,2,2,4,0,61
"897",2,45,1,2,2,3,0,53
"898",0,0,2,2,0,0,5,77
"899",0,30,2,2,0,0,0,33
"900",0,0,2,2,0,0,3,25
"901",2,30,1,2,2,4,0,57
"902",0,30,2,2,0,0,0,77
"903",3,60,1,2,2,3,0,41
"904",0,0,2,2,0,0,2,59
"905",0,15,2,2,0,0,0,44
"906",0,0,2,2,0,0,1,50
"907",0,20,2,2,0,0,0,43
"908",0,0,2,2,0,0,3,32
"909",0,0,2,2,0,0,5,71
"910",0,0,2,2,0,0,3,37
"911",0,0,2,2,0,0,1,34
"912",0,20,2,2,0,0,0,56
"913",0,30,2,2,0,0,0,79
"914",0,15,2,2,0,0,0,79
"915",25,90,1,2,2,4,0,63
"916",2,30,1,2,2,4,0,74
"917",2,120,1,2,2,3,0,52
"918",5,50,1,2,2,3,0,36
"919",0,0,2,2,0,0,3,43
"920",0,0,2,2,0,0,1,18
"921",0,0,2,2,0,0,3,25
"922",0,0,2,2,0,0,1,53
"923",0,20,2,2,0,0,0,18
"924",0,30,2,2,0,0,0,46
"925",0,0,2,2,0,0,3,42
"926",3,25,1,2,2,3,0,55
"927",1,15,1,2,2,4,0,56
"928",4,20,1,2,2,2,0,20
"929",0,0,2,2,0,0,2,46
"930",0,30,2,2,0,0,0,23
"931",0,0,2,2,0,0,5,73
"932",0,20,2,2,0,0,0,42
"933",0,0,2,2,0,0,5,80
"934",1,30,1,2,2,4,0,55
"935",0,30,2,2,0,0,0,18
"936",2,30,1,2,2,4,0,33
"937",0,20,2,1,0,0,0,39
"938",6,30,1,2,2,3,0,20
"939",0,0,2,2,0,0,1,43
"940",0,5,2,2,0,0,0,45
"941",4,40,1,2,2,4,0,47
"942",0,60,2,2,0,0,0,27
"943",0,0,2,2,0,0,3,50
"944",0,30,2,2,0,0,0,26
"945",3,45,1,2,2,1,0,45
"946",4,60,1,2,2,2,0,24
"947",3,90,1,2,2,2,0,20
"948",0,0,2,2,0,0,3,21
"949",0,0,2,2,0,0,3,48
"950",0,30,2,2,0,0,0,39
"951",0,10,2,2,0,0,0,65
"952",0,20,2,2,0,0,0,54
"953",0,0,2,2,0,0,1,37
"954",6,45,1,2,2,3,0,29
"955",10,120,1,2,2,4,0,39
"956",1,60,1,2,2,4,0,44
"957",0,10,2,2,0,0,0,41
"958",0,0,2,2,0,0,1,27
"959",0,20,2,2,0,0,0,66
"960",0,5,2,2,0,0,0,57
"961",2,25,1,2,2,2,0,27
"962",0,0,2,2,0,0,3,56
"963",1,20,1,2,2,4,0,74
"964",0,0,2,2,0,0,1,43
"965",0,0,2,2,0,0,1,53
"966",0,45,2,2,0,0,0,39
"967",2,30,1,2,2,4,0,28
"968",0,30,2,2,0,0,0,29
"969",2,20,1,2,2,3,0,44
"970",0,10,2,2,0,0,0,61
"971",0,0,2,2,0,0,5,75
"972",1,25,1,2,2,4,0,52
"973",10,60,1,2,2,4,0,51
"974",0,10,2,2,0,0,0,23
"975",1,20,1,2,2,4,0,23
"976",4,240,1,2,2,4,0,80
"977",0,0,2,2,0,0,2,60
"978",0,0,2,2,0,0,3,35
"979",0,0,2,2,0,0,3,24
"980",0,0,2,2,0,0,1,49
"981",0,30,2,2,0,0,0,61
"982",2,90,1,2,2,4,0,23
"983",0,30,2,2,0,0,0,18
"984",3,40,1,2,1,3,0,48
"985",0,0,2,2,0,0,2,23
"986",0,0,2,2,0,0,5,84
"987",2,30,1,2,2,3,0,33
"988",0,30,2,2,0,0,0,71
"989",2,15,1,2,2,1,0,44
"990",4,30,1,2,2,3,0,54
"991",0,0,2,2,0,0,5,62
"992",6,90,1,2,2,5,0,72
"993",4,60,1,2,2,4,0,49
"994",5,60,1,2,2,6,0,30
"995",0,20,2,2,0,0,0,62
"996",3,60,1,2,2,4,0,65
"997",0,20,2,2,0,0,0,67
"998",2,30,1,2,2,3,0,38
"999",8,60,1,2,2,4,0,38
"1000",0,30,2,1,0,0,0,32
"1001",13,60,1,2,2,5,0,64
"1002",0,0,0,0,0,0,0,54
"1003",0,0,2,2,0,0,3,35
"1004",5,60,1,2,1,1,0,50
"1005",0,60,2,2,0,0,0,61
"1006",5,90,1,2,1,3,0,41
"1007",0,30,2,2,0,0,0,26
"1008",1,15,1,2,2,4,0,18
"1009",0,30,2,2,0,0,0,28
"1010",0,20,2,2,0,0,0,19
"1011",3,30,1,2,2,5,0,43
"1012",0,30,2,2,0,0,0,77
"1013",0,15,2,2,0,0,0,34
"1014",1,15,1,2,2,4,0,45
"1015",6,40,1,1,2,4,0,33
"1016",0,0,2,2,0,0,4,53
"1017",4,30,1,2,2,1,0,52
"1018",4,180,1,2,2,2,0,43
"1019",3,60,1,2,2,4,0,78
"1020",3,60,1,2,2,4,0,42
"1021",1,30,1,2,2,4,0,41
"1022",4,60,1,2,2,6,0,45
"1023",1,60,1,2,1,4,0,21
"1024",6,120,1,2,2,2,0,44
"1025",0,10,2,2,0,0,0,61
"1026",1,30,1,2,2,4,0,58
"1027",3,30,1,1,2,6,0,33
"1028",0,30,2,2,0,0,0,76
"1029",0,60,2,2,0,0,0,21
"1030",2,120,1,2,1,6,0,33
"1031",0,45,2,1,0,0,0,18
"1032",0,0,2,2,0,0,3,48
"1033",0,0,2,2,0,0,2,34
"1034",2,60,1,2,1,3,0,54
"1035",3,20,1,2,2,1,0,44
"1036",0,30,2,2,0,0,0,34
"1037",0,20,2,2,0,0,0,27
"1038",0,20,2,2,0,0,0,44
"1039",2,40,1,2,2,6,0,28
"1040",1,60,1,2,2,3,0,45
"1041",0,0,2,2,0,0,1,20
"1042",0,0,2,2,0,0,3,49
"1043",0,30,2,2,0,0,0,51
"1044",10,120,1,2,1,1,0,55
"1045",0,45,2,2,0,0,0,22
"1046",0,50,2,2,0,0,0,36
"1047",0,15,2,2,0,0,0,31
"1048",2,40,1,2,1,4,0,32
"1049",4,60,1,2,2,3,0,26
"1050",0,20,2,2,0,0,0,42
"1051",2,30,1,2,2,4,0,33
"1052",3,180,1,2,2,4,0,75
"1053",0,60,2,2,0,0,0,41
"1054",0,0,2,2,0,0,3,31
"1055",0,10,2,2,0,0,0,43
"1056",0,30,2,2,0,0,0,70
"1057",4,35,1,2,2,1,0,43
"1058",10,20,1,2,2,1,0,45
"1059",3,30,1,2,1,1,0,51
"1060",0,15,2,2,0,0,0,30
"1061",2,30,1,2,2,4,0,25
"1062",0,0,2,2,0,0,3,64
"1063",0,20,2,2,0,0,0,48
"1064",3,120,1,2,2,4,0,68
"1065",0,0,2,2,0,0,1,42
"1066",3,45,1,2,2,4,0,35
"1067",0,0,2,2,0,0,3,71
"1068",2,45,1,2,2,3,0,49
"1069",20,60,1,2,2,3,0,52
"1070",2,30,1,2,2,3,0,39
"1071",0,0,0,0,0,0,0,80
"1072",6,20,1,2,2,4,0,61
"1073",2,20,1,2,2,4,0,24
"1074",3,20,1,2,2,3,0,34
"1075",2,20,1,2,2,4,0,54
"1076",0,20,2,2,0,0,0,55
"1077",0,30,2,2,0,0,0,68
"1078",2,40,1,2,2,3,0,49
"1079",0,60,2,2,0,0,0,58
"1080",3,20,1,1,2,4,0,23
"1081",1,60,1,2,2,5,0,74
"1082",5,60,1,1,2,4,0,39
"1083",0,0,2,2,0,0,1,52
"1084",0,30,2,2,0,0,0,40
"1085",0,0,2,2,0,0,3,55
"1086",2,60,1,2,2,6,0,46
"1087",0,0,2,2,0,0,5,73
"1088",0,0,2,2,0,0,3,38
"1089",0,0,2,2,0,0,3,26
"1090",0,0,2,2,0,0,5,68
"1091",2,45,1,2,2,4,0,21
"1092",0,0,2,2,0,0,1,40
"1093",0,0,0,0,0,0,0,65
"1094",2,60,1,2,2,6,0,47
"1095",0,0,2,2,0,0,3,29
"1096",0,0,2,2,0,0,1,34
"1097",0,0,0,0,0,0,0,94
"1098",0,30,2,2,0,0,0,48
"1099",2,60,1,2,2,1,0,46
"1100",1,45,1,2,2,4,0,35
"1101",0,0,2,2,0,0,5,60
"1102",0,0,2,2,0,0,3,35
"1103",0,0,0,0,0,0,0,72
"1104",0,60,2,2,0,0,0,55
"1105",1,45,1,2,2,4,0,53
"1106",4,120,1,2,2,4,0,38
"1107",0,0,2,2,0,0,2,45
"1108",2,25,1,2,2,4,0,60
"1109",0,0,2,2,0,0,1,34
"1110",0,0,2,2,0,0,3,41
"1111",0,0,2,2,0,0,3,46
"1112",0,20,2,2,0,0,0,60
"1113",0,20,2,2,0,0,0,36
"1114",0,0,2,2,0,0,3,37
"1115",0,0,2,2,0,0,1,29
"1116",0,0,2,2,0,0,3,25
"1117",15,120,1,2,2,3,0,23
"1118",1,30,1,2,2,4,0,75
"1119",3,60,1,2,2,4,0,40
"1120",4,30,1,1,2,2,0,19
"1121",4,120,1,2,2,3,0,34
"1122",0,30,2,2,0,0,0,81
"1123",0,25,2,2,0,0,0,44
"1124",1,30,1,2,2,5,0,70
"1125",3,120,1,2,1,4,0,21
"1126",4,60,1,2,2,4,0,31
"1127",4,60,1,2,2,4,0,38
"1128",3,20,1,1,2,4,0,38
"1129",1,120,1,2,2,3,0,70
"1130",3,60,1,2,2,4,0,20
"1131",0,0,2,2,0,0,3,59
"1132",2,30,1,2,2,4,0,29
"1133",0,0,2,2,0,0,5,61
"1134",1,30,1,2,2,4,0,46
"1135",0,60,2,2,0,0,0,19
"1136",3,30,1,2,1,4,0,20
"1137",0,0,2,2,0,0,2,26
"1138",3,60,1,2,2,4,0,21
"1139",0,0,2,2,0,0,1,34
"1140",0,0,2,2,0,0,3,64
"1141",0,0,2,2,0,0,1,72
"1142",1,90,1,2,2,4,0,43
"1143",0,30,2,2,0,0,0,44
"1144",4,30,1,2,2,4,0,31
"1145",3,60,1,2,2,4,0,34
"1146",2,90,1,2,2,3,0,70
"1147",5,30,1,2,2,4,0,26
"1148",0,0,2,2,0,0,3,69
"1149",2,30,1,2,2,4,0,51
"1150",3,30,1,2,2,3,0,19
"1151",2,60,1,2,2,4,0,21
"1152",0,0,2,2,0,0,1,84
"1153",0,0,2,2,0,0,3,53
"1154",0,0,0,0,0,0,0,92
"1155",1,15,1,2,2,5,0,59
"1156",1,20,1,2,2,3,0,27
"1157",0,0,2,2,0,0,1,54
"1158",0,0,2,2,0,0,3,55
"1159",0,30,2,2,0,0,0,19
"1160",1,30,1,2,2,4,0,58
"1161",7,15,1,2,2,4,0,45
"1162",4,30,1,1,2,4,0,19
"1163",0,0,0,0,0,0,0,66
"1164",0,30,2,2,0,0,0,21
"1165",1,30,1,2,2,5,0,62
"1166",0,30,2,2,0,0,0,29
"1167",3,20,1,2,1,4,0,32
"1168",0,30,2,2,0,0,0,19
"1169",5,60,1,2,2,4,0,22
"1170",5,60,1,2,2,4,0,60
"1171",0,15,2,2,0,0,0,25
"1172",2,30,1,1,2,3,0,51
"1173",3,30,1,2,2,3,0,59
"1174",1,10,1,2,2,4,0,80
"1175",2,30,1,2,2,3,0,67
"1176",24,60,1,2,1,3,0,78
"1177",3,60,1,2,2,4,0,44
"1178",0,20,2,2,0,0,0,20
"1179",3,180,1,2,2,4,0,28
"1180",2,30,1,2,2,4,0,57
"1181",0,0,0,0,0,0,0,64
"1182",2,20,1,2,2,2,0,21
"1183",0,0,0,0,0,0,0,40
"1184",0,20,2,2,0,0,0,30
"1185",3,30,1,1,2,3,0,40
"1186",0,20,2,2,0,0,0,29
"1187",0,50,2,1,0,0,0,25
"1188",1,20,1,1,2,3,0,55
"1189",2,60,1,2,1,5,0,77
"1190",1,30,1,2,2,4,0,49
"1191",2,40,1,2,1,4,0,31
"1192",1,20,1,2,2,4,0,43
"1193",5,60,1,2,2,5,0,76
"1194",3,60,1,2,2,4,0,30
"1195",0,20,2,2,0,0,0,31
"1196",1,45,1,2,2,3,0,70
"1197",2,30,1,2,2,4,0,27
"1198",1,40,1,2,2,3,0,52
"1199",3,30,1,2,2,4,0,74
"1200",1,30,1,1,1,4,0,34
"1201",3,120,1,2,2,4,0,83
"1202",0,15,2,2,0,0,0,40
"1203",3,40,1,2,2,2,0,19
"1204",0,0,2,2,0,0,2,70
"1205",0,10,2,2,0,0,0,29
"1206",1,10,1,2,2,4,0,31
"1207",0,25,2,2,0,0,0,54
"1208",0,0,2,2,0,0,3,59
"1209",1,30,1,2,1,1,0,38
"1210",3,40,1,2,2,4,0,25
"1211",2,30,1,2,2,3,0,19
"1212",0,0,2,2,0,0,3,64
"1213",4,120,1,2,2,4,0,25
"1214",2,25,1,2,2,2,0,22
"1215",2,60,1,2,2,3,0,79
"1216",0,0,2,2,0,0,5,55
"1217",0,0,2,2,0,0,2,72
"1218",4,90,1,2,2,2,0,30
"1219",0,0,2,2,0,0,3,28
"1220",1,20,1,2,2,4,0,46
"1221",2,60,1,2,2,3,0,52
"1222",0,10,2,2,0,0,0,24
"1223",0,0,2,2,0,0,2,26
"1224",0,5,2,2,0,0,0,38
"1225",2,60,1,1,2,4,0,21
"1226",1,15,1,2,2,4,0,40
"1227",10,30,1,2,2,1,0,61
"1228",6,40,1,2,2,4,0,55
"1229",0,0,2,2,0,0,5,79
"1230",0,0,0,0,0,0,0,55
"1231",5,60,1,2,2,4,0,22
"1232",1,20,1,1,2,4,0,34
"1233",1,120,1,2,2,4,0,30
"1234",0,0,2,2,0,0,3,40
"1235",2,10,1,2,2,4,0,24
"1236",24,60,1,2,2,2,0,22
"1237",8,30,1,2,2,3,0,20
"1238",2,20,1,2,2,4,0,45
"1239",0,10,2,1,0,0,0,48
"1240",0,0,2,2,0,0,2,62
"1241",0,0,2,2,0,0,5,61
"1242",0,20,2,2,0,0,0,65
"1243",0,20,2,2,0,0,0,41
"1244",1,30,1,2,2,4,0,55
"1245",0,0,2,2,0,0,1,55
"1246",0,0,2,2,0,0,2,63
"1247",0,0,0,0,0,0,0,73
"1248",2,20,1,2,2,4,0,48
"1249",3,30,1,2,2,3,0,49
"1250",0,30,2,2,0,0,0,49
"1251",2,40,1,2,2,4,0,39
"1252",3,20,1,2,2,4,0,19
"1253",2,60,1,2,2,1,0,56
"1254",0,0,2,2,0,0,5,49
"1255",0,0,2,2,0,0,4,57
"1256",2,20,1,2,2,4,0,19
"1257",2,15,1,2,2,4,0,30
"1258",0,5,2,2,0,0,0,37
"1259",0,90,2,2,0,0,0,54
"1260",0,30,2,2,0,0,0,32
"1261",20,60,1,2,2,3,0,44
"1262",0,20,2,2,0,0,0,54
"1263",1,25,1,2,2,3,0,39
"1264",4,60,1,2,2,3,0,44
"1265",0,20,2,2,0,0,0,51
"1266",3,30,1,2,1,3,0,20
"1267",3,90,1,2,2,2,0,19
"1268",0,0,2,2,0,0,5,58
"1269",3,15,1,1,2,3,0,41
"1270",0,0,2,2,0,0,2,49
"1271",0,0,2,2,0,0,1,41
"1272",0,0,0,0,0,0,0,45
"1273",4,60,1,2,2,3,0,58
"1274",0,0,0,0,0,0,0,90
"1275",1,30,1,2,2,5,0,77
"1276",0,30,2,2,0,0,0,30
"1277",0,30,2,2,0,0,0,40
"1278",3,60,1,2,2,3,0,71
"1279",3,180,1,2,1,2,0,59
"1280",0,0,2,2,0,0,1,48
"1281",0,0,2,2,0,0,1,31
"1282",0,20,2,2,0,0,0,40
"1283",3,60,1,2,2,3,0,23
"1284",0,10,2,2,0,0,0,77
"1285",0,15,2,2,0,0,0,27
"1286",2,60,1,2,2,1,0,20
"1287",0,15,2,2,0,0,0,56
"1288",0,30,2,2,0,0,0,43
"1289",0,60,2,2,0,0,0,52
"1290",2,20,1,2,1,4,0,44
"1291",0,0,2,2,0,0,3,52
"1292",0,0,2,2,0,0,3,51
"1293",0,30,2,2,0,0,0,72
"1294",1,30,1,2,2,3,0,55
"1295",0,15,2,2,0,0,0,38
"1296",50,60,1,2,2,5,0,72
"1297",1,60,1,2,2,4,0,65
"1298",0,0,2,2,0,0,3,27
"1299",1,30,1,1,2,4,0,49
"1300",0,5,2,2,0,0,0,22
"1301",2,20,1,2,2,3,0,45
"1302",0,10,2,2,0,0,0,82
"1303",0,30,2,2,0,0,0,53
"1304",0,20,2,2,0,0,0,57
"1305",1,60,1,2,2,5,0,48
"1306",1,60,1,2,2,5,0,68
"1307",4,20,1,2,1,4,0,37
"1308",0,0,2,2,0,0,1,64
"1309",1,60,1,2,1,2,0,33
"1310",0,15,2,2,0,0,0,45
"1311",0,20,2,1,0,0,0,30
"1312",0,10,2,2,0,0,0,35
"1313",0,0,2,2,0,0,1,34
"1314",1,20,1,2,2,3,0,44
"1315",0,20,2,2,0,0,0,21
"1316",0,0,2,2,0,0,3,30
"1317",0,0,2,2,0,0,5,69
"1318",0,0,2,2,0,0,1,31
"1319",1,30,1,2,2,4,0,29
"1320",6,120,1,2,2,3,0,51
"1321",2,30,1,2,2,5,0,63
"1322",0,20,2,2,0,0,0,27
"1323",0,60,2,2,0,0,0,57
"1324",2,40,1,2,2,4,0,47
"1325",0,20,2,2,0,0,0,60
"1326",0,0,2,2,0,0,5,53
"1327",0,0,2,2,0,0,2,64
"1328",3,60,1,2,2,3,0,28
"1329",0,0,2,2,0,0,1,48
"1330",0,0,2,2,0,0,2,57
"1331",0,0,2,2,0,0,1,66
"1332",0,0,2,2,0,0,1,44
"1333",0,0,2,2,0,0,3,58
"1334",6,30,1,2,2,2,0,20
"1335",2,40,1,2,2,3,0,25
"1336",0,10,2,1,0,0,0,40
"1337",2,60,1,2,2,5,0,60
"1338",0,30,2,2,0,0,0,49
"1339",0,60,2,2,0,0,0,46
"1340",0,0,2,2,0,0,1,41
"1341",2,60,1,2,1,3,0,35
"1342",0,0,2,2,0,0,3,45
"1343",0,30,2,2,0,0,0,40
"1344",0,0,0,0,0,0,0,78
"1345",0,30,2,2,0,0,0,72
"1346",0,20,2,2,0,0,0,27
"1347",1,60,1,1,2,5,0,59
"1348",0,30,2,2,0,0,0,51
"1349",1,30,1,2,2,4,0,69
"1350",2,30,1,2,2,4,0,56
"1351",2,30,1,2,2,2,0,27
"1352",0,20,2,2,0,0,0,43
"1353",0,0,2,2,0,0,3,56
"1354",0,0,2,2,0,0,5,89
"1355",0,20,2,1,0,0,0,26
"1356",0,30,2,2,0,0,0,32
"1357",1,30,1,2,2,5,0,42
"1358",0,30,2,2,0,0,0,48
"1359",5,90,1,2,2,2,0,20
"1360",0,40,2,2,0,0,0,47
"1361",5,30,1,2,2,3,0,40
"1362",0,30,2,2,0,0,0,52
"1363",2,40,1,2,2,4,0,33
"1364",1,30,1,2,2,3,0,42
"1365",0,20,2,2,0,0,0,40
"1366",0,10,2,2,0,0,0,30
"1367",2,60,1,1,1,2,0,27
"1368",0,30,2,1,0,0,0,30
"1369",6,240,1,2,1,2,0,44
"1370",8,120,1,2,2,4,0,48
"1371",0,20,2,2,0,0,0,45
"1372",2,20,1,1,2,5,0,28
"1373",2,30,1,2,2,3,0,49
"1374",3,60,1,2,2,3,0,77
"1375",1,30,1,2,2,4,0,27
"1376",0,0,0,0,0,0,0,69
"1377",0,40,2,1,0,0,0,72
"1378",2,30,1,2,2,1,0,28
"1379",1,30,1,2,2,5,0,77
"1380",2,60,1,2,2,3,0,74
"1381",0,60,2,2,0,0,0,72
"1382",2,60,1,2,2,1,0,31
"1383",1,60,1,2,2,5,0,62
"1384",0,0,0,0,0,0,0,45
"1385",0,15,2,2,0,0,0,61
"1386",0,0,2,2,0,0,2,42
"1387",0,0,2,2,0,0,3,20
"1388",1,40,1,2,2,4,0,21
"1389",0,0,2,2,0,0,1,25
"1390",0,0,0,0,0,0,0,38
"1391",10,60,1,1,2,4,0,64
"1392",2,40,1,2,2,2,0,23
"1393",0,0,2,2,0,0,5,43
"1394",0,0,0,0,0,0,0,80
"1395",0,0,2,2,0,0,5,61
"1396",0,0,2,2,0,0,5,47
"1397",1,30,1,2,2,3,0,39
"1398",2,45,1,2,2,4,0,64
"1399",3,120,1,1,1,2,0,19
"1400",0,0,2,2,0,0,2,49
"1401",0,15,2,2,0,0,0,47
"1402",0,30,2,1,0,0,0,44
"1403",3,30,1,2,2,3,0,25
"1404",0,20,2,2,0,0,0,27
"1405",0,0,2,2,0,0,2,46
"1406",2,30,1,2,2,4,0,25
"1407",0,30,2,2,0,0,0,42
"1408",0,0,2,2,0,0,2,40
"1409",1,30,1,2,1,5,0,34
"1410",0,0,2,2,0,0,3,56
"1411",0,20,2,2,0,0,0,37
"1412",2,40,1,2,2,1,0,60
"1413",1,30,1,2,2,3,0,57
"1414",10,45,1,2,2,4,0,42
"1415",0,45,2,2,0,0,0,42
"1416",1,45,1,2,2,4,0,53
"1417",1,20,1,2,2,5,0,61
"1418",0,20,2,2,0,0,0,41
"1419",0,0,2,2,0,0,3,32
"1420",0,20,2,2,0,0,0,21
"1421",2,45,1,2,2,1,0,28
"1422",2,40,1,2,2,4,0,54
"1423",0,30,2,2,0,0,0,57
"1424",0,0,2,2,0,0,1,61
"1425",2,120,1,2,2,3,0,38
"1426",0,30,2,2,0,0,0,65
"1427",3,20,1,2,2,3,0,55
"1428",0,30,2,2,0,0,0,52
"1429",0,60,2,2,0,0,0,36
"1430",0,0,2,2,0,0,3,61
"1431",1,60,1,2,2,5,0,52
"1432",0,30,2,2,0,0,0,37
"1433",1,60,1,2,2,5,0,69
"1434",2,60,1,2,2,5,0,56
"1435",0,15,2,2,0,0,0,66
"1436",0,30,2,2,0,0,0,34
"1437",0,15,2,2,0,0,0,51
"1438",0,0,2,2,0,0,3,36
"1439",0,20,2,1,0,0,0,22
"1440",6,15,1,2,2,3,0,38
